"","num_hecho","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","g_hora","depto_ocu","mupio_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","g_edad_2","mayor_menor","tipo_veh","color_veh","modelo_veh","causa_acc","marca_veh","estado_pil"
"1637",1637,1,6,6,21,4,1,101,1,12,2,23,3,1,1,2,1993,2,37,9
"1638",1638,1,6,6,2,1,1,108,1,4,1,28,4,1,1,4,2007,1,99,9
"1639",1639,1,6,6,2,1,1,101,1,19,1,999,12,1,1,9,9999,2,42,9
"1640",1640,1,6,6,12,3,1,110,2,99,2,18,2,1,1,9,9999,2,42,2
"1641",1641,1,6,6,19,4,21,2101,2,99,1,22,3,1,4,6,2008,1,41,2
"1642",1642,1,6,6,22,4,5,501,2,99,1,27,4,1,4,5,9999,1,42,9
"1643",1643,1,6,6,20,4,5,501,2,99,1,30,5,1,2,4,2001,1,23,9
"1644",1644,1,6,6,4,1,5,501,2,99,1,20,3,1,2,5,9999,2,20,2
"1645",1645,1,6,6,20,4,5,501,2,99,1,32,5,1,5,2,1999,1,32,2
"1646",1646,1,6,6,12,3,6,601,2,99,1,999,12,1,1,99,9999,1,99,9
"1647",1647,1,6,6,0,1,11,1101,2,99,1,29,4,1,4,1,9999,2,41,2
"1648",1648,1,6,6,23,4,12,1201,2,99,1,30,5,1,3,2,1987,1,44,9
"1649",1649,1,6,6,7,2,18,1801,2,99,1,25,4,1,4,5,9999,1,42,9
"1650",1650,1,6,6,10,2,17,1701,2,99,1,39,6,1,12,7,1985,1,22,9
"1651",1651,2,6,7,6,2,1,101,1,18,1,21,3,1,4,5,9999,2,99,9
"1652",1652,2,6,7,10,2,1,102,2,99,1,26,4,1,3,6,1996,2,34,9
"1653",1653,2,6,7,5,1,1,102,2,99,1,22,3,1,1,4,2012,2,37,9
"1654",1654,2,6,7,3,1,1,101,1,7,1,999,12,1,1,3,9999,2,46,9
"1655",1655,2,6,7,12,3,1,101,1,7,1,23,3,1,4,5,2012,1,42,2
"1656",1656,2,6,7,8,2,20,2001,2,99,1,32,5,1,1,2,1998,1,32,9
"1657",1657,2,6,7,21,4,19,1901,2,99,1,26,4,1,4,5,9999,2,24,9
"1658",1658,2,6,7,0,1,5,501,2,99,1,65,11,1,3,5,1998,1,23,9
"1659",1659,2,6,7,1,1,5,501,2,99,1,19,2,1,4,1,2012,2,24,9
"1660",1660,2,6,7,10,2,5,509,2,99,1,47,8,1,3,1,9999,1,44,9
"1661",1661,2,6,7,7,2,6,601,2,99,1,34,5,1,4,5,2012,2,24,9
"1662",1662,2,6,7,7,2,6,601,2,99,1,19,2,1,4,99,9999,3,24,9
"1663",1663,2,6,7,1,1,9,901,2,99,1,31,5,1,3,5,9999,1,99,2
"1664",1664,2,6,7,22,4,9,901,2,99,1,39,6,1,2,99,9999,1,44,9
"1665",1665,2,6,7,22,4,12,1201,2,99,1,74,11,1,5,99,9999,1,99,9
"1666",1666,2,6,7,22,4,12,1201,2,99,1,21,3,1,3,8,1990,1,44,9
"1667",1667,2,6,7,23,4,12,1201,2,99,1,31,5,1,3,1,1990,2,44,9
"1668",1668,2,6,7,3,1,16,1601,2,99,1,999,12,1,5,99,9999,3,99,9
"1669",1669,2,6,7,23,4,15,1501,2,99,1,25,4,1,4,1,9999,1,42,9
"1670",1670,2,6,7,11,2,14,1401,1,18,1,999,12,1,12,2,9999,3,23,9
"1671",1671,2,6,7,13,3,3,301,2,99,1,20,3,1,1,4,1999,1,13,9
"1672",1672,3,6,1,22,4,1,101,1,6,1,37,6,1,1,99,2001,1,46,1
"1673",1673,3,6,1,22,4,1,101,1,7,1,50,9,1,1,2,9999,1,11,2
"1674",1674,3,6,1,18,4,1,101,1,7,1,22,3,1,4,5,2013,2,2,1
"1675",1675,3,6,1,22,4,1,101,1,7,1,36,6,1,10,2,2002,1,20,1
"1676",1676,3,6,1,19,4,22,2216,2,99,1,22,3,1,2,6,9999,1,34,1
"1677",1677,3,6,1,22,4,20,2009,2,99,1,46,8,1,1,1,9999,1,99,1
"1678",1678,3,6,1,8,2,11,1102,2,99,1,25,4,1,4,5,2012,1,42,1
"1679",1679,3,6,1,18,4,11,1104,2,99,1,55,10,1,3,4,2007,1,40,1
"1680",1680,3,6,1,15,3,9,901,2,99,1,55,10,1,5,2,9999,1,19,1
"1681",1681,3,6,1,22,4,2,206,2,99,1,35,6,1,3,8,1990,1,44,1
"1682",1682,4,6,2,23,4,1,113,2,99,1,63,11,1,4,3,9999,1,13,1
"1683",1683,4,6,2,11,2,1,101,1,13,1,999,12,1,99,99,9999,99,99,9
"1684",1684,4,6,2,12,3,1,101,1,5,1,999,12,1,1,99,9999,99,99,9
"1685",1685,4,6,2,10,2,1,101,1,7,1,999,12,1,99,99,9999,99,99,9
"1686",1686,4,6,2,21,4,22,2214,1,2,1,999,12,1,4,99,9999,99,99,9
"1687",1687,4,6,2,21,4,13,1302,2,99,1,999,12,1,3,2,9999,2,23,9
"1688",1688,4,6,2,0,1,8,805,2,99,1,27,4,1,3,9,9999,1,44,9
"1689",1689,4,6,2,9,2,15,1508,2,99,1,26,4,1,4,99,9999,2,99,9
"1690",1690,4,6,2,20,4,17,1701,2,99,1,47,8,1,3,2,9999,1,44,1
"1691",1691,4,6,2,23,4,14,1401,2,99,1,41,7,1,3,6,9999,4,44,1
"1692",1692,5,6,3,23,4,1,101,1,7,1,26,4,1,1,99,9999,2,99,9
"1693",1693,5,6,3,11,2,1,115,1,6,2,54,9,1,2,5,9999,1,32,1
"1694",1694,5,6,3,21,4,1,101,1,19,1,27,4,1,2,4,9999,1,37,2
"1695",1695,5,6,3,12,3,1,108,1,3,1,999,12,1,1,99,9999,1,99,9
"1696",1696,5,6,3,6,2,18,1801,2,99,1,999,12,1,7,99,9999,1,99,9
"1697",1697,5,6,3,12,3,14,1413,2,99,1,41,7,1,5,14,9999,1,99,1
"1698",1698,6,6,4,23,4,1,101,1,1,1,23,3,1,3,4,9999,1,44,2
"1699",1699,6,6,4,17,3,1,117,1,7,1,34,5,1,14,1,2006,3,2,1
"1700",1700,6,6,4,23,4,1,108,1,6,1,22,3,1,4,5,9999,3,24,2
"1701",1701,6,6,4,15,3,20,2001,1,1,1,43,7,1,5,99,9999,1,99,1
"1702",1702,6,6,4,20,4,5,511,2,99,1,999,12,1,8,2,9999,1,99,9
"1703",1703,6,6,4,22,4,10,1013,1,1,1,999,12,1,3,5,9999,1,44,9
"1704",1704,6,6,4,15,3,18,1804,2,99,1,24,3,1,4,99,9999,3,99,9
"1705",1705,6,6,4,17,3,4,401,2,99,1,51,9,1,5,2,9999,1,20,1
"1706",1706,7,6,5,9,2,1,101,1,1,1,69,11,1,1,14,1994,1,44,9
"1707",1707,7,6,5,15,3,1,101,1,1,1,22,3,1,12,1,1990,1,3,9
"1708",1708,7,6,5,21,4,1,102,2,99,1,30,5,1,3,99,9999,1,99,9
"1709",1709,7,6,5,7,2,1,108,1,5,1,29,4,1,4,99,9999,1,99,9
"1710",1710,7,6,5,7,2,1,110,2,99,1,18,2,1,4,3,2009,1,21,9
"1711",1711,7,6,5,15,3,1,110,2,99,1,48,8,1,6,7,1994,1,99,9
"1712",1712,7,6,5,17,3,1,110,2,99,1,999,12,1,13,7,9999,3,99,9
"1713",1713,7,6,5,21,4,5,501,2,99,1,27,4,1,4,1,2004,1,21,9
"1714",1714,7,6,5,22,4,5,501,2,99,1,49,8,1,2,5,2000,1,34,9
"1715",1715,7,6,5,12,3,5,501,2,99,1,30,5,1,11,99,2006,1,99,9
"1716",1716,7,6,5,16,3,17,1701,2,99,1,27,4,1,5,2,9999,1,30,9
"1717",1717,8,6,6,23,4,1,105,2,99,1,18,2,1,4,99,9999,1,42,9
"1718",1718,8,6,6,6,2,1,101,1,12,2,28,4,1,4,4,2002,2,21,9
"1719",1719,8,6,6,19,4,1,108,1,10,1,45,8,1,1,4,9999,1,32,2
"1720",1720,8,6,6,0,1,1,108,1,4,1,35,6,1,4,99,9999,3,99,9
"1721",1721,8,6,6,22,4,1,110,2,99,1,38,6,1,3,9,2007,2,37,9
"1722",1722,8,6,6,21,4,22,2201,2,99,1,33,5,1,3,99,9999,2,99,9
"1723",1723,8,6,6,15,3,20,2001,2,99,1,15,2,2,14,99,9999,3,99,9
"1724",1724,8,6,6,19,4,6,601,2,99,1,36,6,1,4,5,9999,3,42,9
"1725",1725,8,6,6,20,4,12,1201,2,99,1,40,7,1,3,6,9999,2,44,2
"1726",1726,8,6,6,11,2,8,801,2,99,1,23,3,1,1,2,9999,1,32,2
"1727",1727,8,6,6,22,4,15,1501,2,99,1,31,5,1,3,4,9999,3,44,9
"1728",1728,8,6,6,19,4,2,201,2,99,1,33,5,1,3,4,2012,1,32,9
"1729",1729,8,6,6,22,4,18,1801,2,99,1,22,3,1,4,99,9999,2,99,9
"1730",1730,8,6,6,11,2,4,401,2,99,1,999,12,1,9,2,9999,3,99,9
"1731",1731,9,6,7,1,1,1,101,1,1,1,34,5,1,1,1,1996,1,4,9
"1732",1732,9,6,7,0,1,1,101,1,1,1,18,2,1,1,3,1995,1,44,9
"1733",1733,9,6,7,22,4,1,101,1,11,1,999,12,1,3,99,9999,2,99,9
"1734",1734,9,6,7,1,1,22,2201,2,99,1,60,11,1,5,2,9999,2,34,9
"1735",1735,9,6,7,18,4,20,2001,1,2,1,19,2,1,4,3,9999,1,2,9
"1736",1736,9,6,7,9,2,20,2001,2,99,1,44,7,1,9,6,9999,2,44,9
"1737",1737,9,6,7,13,3,20,2001,2,99,1,999,12,1,3,14,9999,3,44,9
"1738",1738,9,6,7,15,3,6,601,2,99,1,41,7,1,4,5,9999,3,42,9
"1739",1739,9,6,7,5,1,10,1001,2,99,1,24,3,1,11,2,2012,1,20,9
"1740",1740,9,6,7,18,4,10,1001,2,99,2,13,1,2,3,2,9999,1,99,9
"1741",1741,9,6,7,13,3,9,901,1,5,1,24,3,1,12,7,9999,1,22,9
"1742",1742,9,6,7,21,4,12,1201,2,99,1,57,10,1,3,4,9999,3,99,9
"1743",1743,9,6,7,14,3,15,1501,2,99,1,57,10,1,3,1,9999,3,44,9
"1744",1744,9,6,7,2,1,15,1501,2,99,1,33,5,1,1,99,1996,2,44,9
"1745",1745,9,6,7,4,1,2,201,2,99,1,24,3,1,5,2,1993,1,37,9
"1746",1746,9,6,7,18,4,2,201,2,99,1,53,9,1,3,3,1978,3,9,9
"1747",1747,10,6,1,20,4,21,2101,2,99,1,50,9,1,3,1,9999,1,44,9
"1748",1748,10,6,1,7,2,21,2101,2,99,1,63,11,1,3,4,9999,3,44,9
"1749",1749,10,6,1,14,3,5,501,2,99,1,999,12,1,3,99,9999,3,99,9
"1750",1750,10,6,1,18,4,9,901,2,99,1,39,6,1,12,2,9999,2,99,9
"1751",1751,10,6,1,18,4,12,1201,2,99,1,999,12,1,3,2,9999,2,99,9
"1752",1752,10,6,1,9,2,18,1801,2,99,1,40,7,1,3,2,1992,1,44,9
"1753",1753,10,6,1,15,3,14,1401,2,99,1,29,4,1,9,10,1990,1,13,9
"1754",1754,10,6,1,16,3,4,401,2,99,1,29,4,1,3,3,2003,1,99,9
"1755",1755,11,6,2,3,1,1,110,2,99,1,20,3,1,4,5,2009,1,2,9
"1756",1756,11,6,2,19,4,20,2001,2,99,1,45,8,1,11,99,9999,2,99,9
"1757",1757,11,6,2,17,3,13,1301,2,99,1,36,6,1,3,5,9999,3,44,9
"1758",1758,11,6,2,1,1,4,401,1,3,1,22,3,1,4,99,9999,3,99,9
"1759",1759,12,6,3,9,2,1,101,1,1,1,22,3,1,3,99,9999,1,99,1
"1760",1760,12,6,3,2,1,1,101,1,1,1,999,12,1,1,99,9999,1,99,1
"1761",1761,12,6,3,18,4,1,101,1,10,1,52,9,1,1,1,1992,1,44,1
"1762",1762,12,6,3,7,2,19,1901,2,99,1,28,4,1,4,3,9999,3,2,1
"1763",1763,12,6,3,17,3,9,920,2,99,1,13,1,2,4,99,9999,2,99,9
"1764",1764,12,6,3,20,4,9,901,2,99,1,999,12,1,7,3,9999,2,22,1
"1765",1765,12,6,3,21,4,15,1507,2,99,1,36,6,1,5,14,9999,1,22,1
"1766",1766,12,6,3,7,2,17,1707,2,99,1,33,5,1,3,9,9999,1,32,9
"1767",1767,13,6,4,22,4,1,101,1,9,1,46,8,1,2,4,9999,1,20,9
"1768",1768,13,6,4,8,2,1,101,1,11,2,65,11,1,1,6,9999,1,44,9
"1769",1769,13,6,4,22,4,1,101,1,12,1,34,5,1,1,1,1991,1,44,9
"1770",1770,13,6,4,13,3,1,101,1,7,1,17,2,2,4,99,9999,2,99,9
"1771",1771,13,6,4,21,4,5,509,2,99,1,40,7,1,2,2,2012,1,20,9
"1772",1772,13,6,4,15,3,12,1215,2,99,1,35,6,1,1,3,1999,1,44,9
"1773",1773,13,6,4,18,4,17,1710,2,99,1,36,6,1,4,99,9999,2,99,9
"1774",1774,13,6,4,22,4,17,1703,2,99,1,39,6,1,14,1,9999,2,2,9
"1775",1775,13,6,4,15,3,14,1410,2,99,1,999,12,1,3,2,9999,3,44,9
"1776",1776,14,6,5,18,4,1,101,1,4,1,65,11,1,9,2,2002,1,30,1
"1777",1777,14,6,5,1,1,1,101,1,1,1,20,3,1,1,4,9999,1,44,1
"1778",1778,14,6,5,5,1,1,105,2,99,1,999,12,1,3,99,9999,3,99,1
"1779",1779,14,6,5,21,4,1,101,1,12,1,35,6,1,1,1,1991,1,44,2
"1780",1780,14,6,5,23,4,1,101,1,12,1,33,5,1,1,4,9999,1,44,2
"1781",1781,14,6,5,0,1,1,101,1,7,1,44,7,1,1,4,1998,2,47,2
"1782",1782,14,6,5,8,2,1,101,1,7,1,25,4,1,5,2,1985,1,33,2
"1783",1783,14,6,5,0,1,9,901,1,1,1,20,3,1,4,5,9999,3,99,2
"1784",1784,14,6,5,2,1,16,1616,2,99,1,27,4,1,4,4,9999,2,42,1
"1785",1785,14,6,5,3,1,15,1501,2,99,1,21,3,1,4,5,9999,1,21,1
"1786",1786,14,6,5,17,3,18,1803,2,99,1,43,7,1,3,2,2007,1,44,1
"1787",1787,14,6,5,14,3,17,1711,2,99,1,19,2,1,4,1,9999,1,99,2
"1788",1788,15,6,6,2,1,1,101,1,12,1,34,5,1,2,11,9999,1,99,1
"1789",1789,15,6,6,2,1,1,101,1,7,1,18,2,1,4,5,2012,2,99,1
"1790",1790,15,6,6,2,1,1,108,1,6,1,23,3,1,4,5,2007,2,2,1
"1791",1791,15,6,6,21,4,5,507,2,99,1,19,2,1,4,5,9999,1,42,1
"1792",1792,15,6,6,17,3,5,511,2,99,2,24,3,1,1,2,2005,1,42,1
"1793",1793,15,6,6,13,3,5,505,2,99,1,25,4,1,1,8,9999,1,99,1
"1794",1794,15,6,6,10,2,6,601,2,99,1,40,7,1,3,99,9999,2,99,1
"1795",1795,15,6,6,3,1,10,1002,2,99,1,30,5,1,3,2,2011,1,32,1
"1796",1796,15,6,6,23,4,17,1701,2,99,1,36,6,1,3,9,2004,1,34,1
"1797",1797,15,6,6,12,3,4,409,2,99,1,40,7,1,5,99,9999,3,99,1
"1798",1798,15,6,6,15,3,3,301,2,99,1,26,4,1,2,3,2005,2,20,2
"1799",1799,16,6,7,0,1,1,101,1,6,1,23,3,1,1,2,2012,2,5,2
"1800",1800,16,6,7,8,2,1,107,2,99,1,999,12,1,7,7,9999,1,3,9
"1801",1801,16,6,7,16,3,1,105,2,99,2,30,5,1,1,11,9999,1,32,1
"1802",1802,16,6,7,5,1,1,101,1,7,1,23,3,1,4,1,1999,1,21,2
"1803",1803,16,6,7,16,3,1,115,1,5,1,28,4,1,11,8,1984,1,37,1
"1804",1804,16,6,7,22,4,1,117,2,99,1,26,4,1,1,9,9999,1,21,2
"1805",1805,16,6,7,13,3,21,2106,2,99,1,33,5,1,3,5,1984,3,44,1
"1806",1806,16,6,7,20,4,5,511,2,99,1,25,4,1,6,1,1984,1,22,1
"1807",1807,16,6,7,11,2,6,603,2,99,1,20,3,1,4,99,9999,2,99,1
"1808",1808,16,6,7,18,4,9,901,1,3,1,39,6,1,4,1,9999,1,24,2
"1809",1809,16,6,7,12,3,13,1301,2,99,1,48,8,1,5,2,9999,1,33,2
"1810",1810,16,6,7,1,1,18,1803,2,99,1,23,3,1,4,1,9999,1,99,2
"1811",1811,16,6,7,13,3,18,1801,2,99,1,38,6,1,4,99,9999,3,99,2
"1812",1812,17,6,1,23,4,1,101,1,12,1,30,5,1,1,4,2012,2,32,2
"1813",1813,17,6,1,18,4,1,101,1,12,1,23,3,1,1,4,1999,1,47,9
"1814",1814,17,6,1,22,4,1,101,1,5,1,36,6,1,1,5,2007,1,32,9
"1815",1815,17,6,1,15,3,1,101,1,7,1,51,9,1,3,5,1993,1,44,9
"1816",1816,17,6,1,20,4,22,2201,2,99,1,22,3,1,9,6,1998,1,44,2
"1817",1817,17,6,1,6,2,22,2201,2,99,1,38,6,1,6,99,9999,2,15,9
"1818",1818,17,6,1,8,2,19,1901,2,99,1,35,6,1,5,2,2007,3,30,9
"1819",1819,17,6,1,0,1,5,501,2,99,1,19,2,1,4,5,2013,1,2,9
"1820",1820,17,6,1,20,4,14,1401,2,99,1,40,7,1,3,9,9999,1,44,9
"1821",1821,18,6,2,1,1,1,101,1,8,1,48,8,1,3,99,9999,1,99,9
"1822",1822,18,6,2,17,3,1,101,1,6,1,43,7,1,12,1,9999,1,3,9
"1823",1823,18,6,2,18,4,1,101,1,6,1,57,10,1,99,99,9999,1,99,9
"1824",1824,18,6,2,1,1,1,101,1,12,1,34,5,1,1,2,9999,1,32,9
"1825",1825,18,6,2,19,4,1,101,1,11,1,37,6,1,2,10,2000,2,34,9
"1826",1826,18,6,2,4,1,12,1201,2,99,1,33,5,1,1,8,9999,2,13,9
"1827",1827,18,6,2,22,4,12,1201,2,99,1,999,12,1,5,6,9999,3,13,9
"1828",1828,18,6,2,13,3,18,1801,2,99,2,48,8,1,2,3,2007,1,44,9
"1829",1829,18,6,2,6,2,17,1701,2,99,1,26,4,1,4,99,9999,3,99,9
"1830",1830,18,6,2,14,3,4,401,2,99,1,26,4,1,5,2,2000,3,15,9
"1831",1831,19,6,3,4,1,1,105,2,99,1,32,5,1,3,3,1994,1,44,9
"1832",1832,19,6,3,11,2,5,501,2,99,1,54,9,1,12,12,1994,1,22,9
"1833",1833,19,6,3,6,2,5,501,2,99,1,24,3,1,4,1,9999,1,2,9
"1834",1834,19,6,3,6,2,10,1001,2,99,1,20,3,1,1,4,2003,2,32,9
"1835",1835,19,6,3,22,4,11,1101,2,99,1,42,7,1,5,2,1994,1,99,9
"1836",1836,19,6,3,14,3,9,901,2,99,1,36,6,1,9,99,2006,1,34,9
"1837",1837,19,6,3,18,4,9,901,2,99,1,44,7,1,3,4,1988,2,44,9
"1838",1838,19,6,3,2,1,12,1201,2,99,1,62,11,1,3,8,1989,2,44,9
"1839",1839,19,6,3,22,4,12,1201,2,99,1,52,9,1,3,4,1995,2,44,9
"1840",1840,19,6,3,17,3,13,1301,2,99,1,27,4,1,4,4,9999,3,2,9
"1841",1841,19,6,3,18,4,15,1501,2,99,1,46,8,1,9,4,2008,1,99,9
"1842",1842,19,6,3,20,4,14,1401,2,99,1,33,5,1,4,1,2005,1,21,9
"1843",1843,20,6,4,6,2,1,101,1,1,1,31,5,1,1,2,2008,1,20,9
"1844",1844,20,6,4,5,1,1,101,1,13,1,44,7,1,6,2,1997,1,15,9
"1845",1845,20,6,4,15,3,1,108,1,4,1,19,2,1,1,9,2008,1,21,9
"1846",1846,20,6,4,5,1,20,2001,2,99,1,19,2,1,3,1,1986,1,44,9
"1847",1847,20,6,4,19,4,6,601,2,99,1,53,9,1,3,5,2012,1,5,9
"1848",1848,20,6,4,15,3,10,1001,1,2,1,19,2,1,4,1,2013,1,2,9
"1849",1849,20,6,4,22,4,9,901,2,99,1,33,5,1,3,5,1994,1,26,9
"1850",1850,20,6,4,15,3,9,901,2,99,1,39,6,1,5,99,9999,1,99,9
"1851",1851,20,6,4,17,3,9,917,2,99,1,57,10,1,2,9,9999,1,37,9
"1852",1852,20,6,4,10,2,12,1201,2,99,1,25,4,1,3,3,1984,3,44,9
"1853",1853,20,6,4,12,3,15,1501,2,99,1,66,11,1,3,1,2007,1,32,9
"1854",1854,21,6,5,10,2,1,101,1,1,1,48,8,1,12,3,9999,1,99,9
"1855",1855,21,6,5,4,1,1,101,1,18,1,999,12,1,5,2,9999,2,15,9
"1856",1856,21,6,5,22,4,1,115,2,99,1,38,6,1,4,1,9999,2,31,9
"1857",1857,21,6,5,6,2,22,2201,2,99,1,24,3,1,4,1,2008,2,41,9
"1858",1858,21,6,5,15,3,5,501,2,99,1,43,7,1,7,3,1992,1,22,9
"1859",1859,21,6,5,9,2,5,501,2,99,1,39,6,1,3,99,9999,1,99,9
"1860",1860,21,6,5,4,1,18,1801,2,99,1,27,4,1,3,99,9999,1,99,9
"1861",1861,22,6,6,21,4,1,101,1,9,1,28,4,1,1,1,2000,1,21,9
"1862",1862,22,6,6,2,1,1,101,1,4,1,30,5,1,1,4,2011,2,1,9
"1863",1863,22,6,6,10,2,1,101,1,9,1,23,3,1,4,5,2006,1,42,9
"1864",1864,22,6,6,20,4,1,101,1,10,1,40,7,1,10,2,9999,1,20,1
"1865",1865,22,6,6,16,3,1,101,1,11,1,29,4,1,4,4,9999,1,42,1
"1866",1866,22,6,6,15,3,1,101,1,12,1,999,12,1,4,1,9999,3,99,1
"1867",1867,22,6,6,19,4,1,115,1,5,1,33,5,1,5,2,2010,1,23,1
"1868",1868,22,6,6,15,3,1,108,1,6,1,52,9,1,1,8,1983,1,44,1
"1869",1869,22,6,6,19,4,1,108,1,4,1,44,7,1,1,1,9999,2,99,1
"1870",1870,22,6,6,21,4,21,2101,2,99,1,28,4,1,4,3,9999,1,99,2
"1871",1871,22,6,6,15,3,5,509,2,99,1,30,5,1,1,2,1990,1,17,1
"1872",1872,22,6,6,19,4,10,1014,2,99,1,47,8,1,3,10,1998,2,44,1
"1873",1873,22,6,6,22,4,10,1014,2,99,1,32,5,1,3,4,9999,1,32,9
"1874",1874,23,6,7,18,4,1,101,1,1,1,999,12,1,99,99,9999,1,99,9
"1875",1875,23,6,7,4,1,1,116,2,99,1,36,6,1,1,9,2007,2,13,2
"1876",1876,23,6,7,4,1,1,101,1,10,1,24,3,1,4,5,9999,2,14,1
"1877",1877,23,6,7,1,1,1,101,1,9,1,33,5,1,1,4,2005,1,38,1
"1878",1878,23,6,7,20,4,1,101,1,8,1,35,6,1,10,2,2008,1,20,2
"1879",1879,23,6,7,16,3,1,116,2,99,1,34,5,1,10,2,9999,1,20,1
"1880",1880,23,6,7,20,4,1,116,2,99,1,36,6,1,7,14,1990,1,13,2
"1881",1881,23,6,7,22,4,22,2202,2,99,1,26,4,1,1,3,9999,2,21,2
"1882",1882,23,6,7,5,1,22,2203,2,99,1,40,7,1,1,99,9999,3,99,1
"1883",1883,23,6,7,19,4,21,2101,2,99,1,42,7,1,1,7,1992,2,21,1
"1884",1884,23,6,7,13,3,20,2009,2,99,1,21,3,1,1,4,1987,1,44,1
"1885",1885,23,6,7,14,3,20,2001,2,99,1,23,3,1,4,5,2013,1,21,1
"1886",1886,23,6,7,23,4,5,506,2,99,1,37,6,1,7,7,1984,1,22,2
"1887",1887,23,6,7,10,2,5,504,2,99,1,47,8,1,6,6,1988,1,15,1
"1888",1888,23,6,7,10,2,6,602,2,99,1,24,3,1,1,4,2004,1,32,1
"1889",1889,23,6,7,17,3,6,606,2,99,1,19,2,1,14,1,2012,1,2,1
"1890",1890,23,6,7,1,1,12,1201,2,99,1,999,12,1,4,1,2010,1,21,1
"1891",1891,23,6,7,20,4,17,1701,2,99,1,48,8,1,3,1,2011,2,23,1
"1892",1892,23,6,7,22,4,7,701,2,99,1,29,4,1,4,3,9999,1,42,2
"1893",1893,24,6,1,7,2,1,101,1,1,1,18,2,1,4,3,2007,1,42,1
"1894",1894,24,6,1,19,4,1,101,1,1,1,28,4,1,3,5,2013,1,44,1
"1895",1895,24,6,1,20,4,1,101,1,6,1,29,4,1,4,1,9999,1,24,2
"1896",1896,24,6,1,21,4,1,117,1,7,1,35,6,1,1,6,9999,1,42,2
"1897",1897,24,6,1,1,1,1,108,2,1,1,38,6,1,1,1,9999,1,37,2
"1898",1898,24,6,1,17,3,6,605,2,99,1,20,3,1,3,5,2000,2,13,2
"1899",1899,24,6,1,20,4,10,1004,2,99,1,38,6,1,7,5,9999,1,99,1
"1900",1900,24,6,1,14,3,13,1302,2,99,1,14,1,2,3,99,9999,3,99,1
"1901",1901,25,6,2,20,4,1,105,2,99,1,19,2,1,14,1,2002,2,2,2
"1902",1902,25,6,2,14,3,1,104,2,99,2,25,4,1,4,99,9999,3,99,1
"1903",1903,25,6,2,10,2,1,104,2,99,1,999,12,1,5,6,9999,3,13,1
"1904",1904,25,6,2,16,3,22,2216,2,99,1,27,4,1,9,4,9999,1,44,1
"1905",1905,25,6,2,20,4,22,2205,2,99,1,23,3,1,4,99,9999,2,99,1
"1906",1906,25,6,2,20,4,5,501,2,99,1,39,6,1,1,2,9999,1,44,1
"1907",1907,25,6,2,16,3,10,1001,2,99,1,999,12,1,14,1,9999,2,2,1
"1908",1908,25,6,2,8,2,7,705,2,99,1,999,12,1,9,4,2006,3,44,1
"1909",1909,26,6,3,18,4,10,1001,2,99,1,19,2,1,14,1,9999,1,2,2
"1910",1910,26,6,3,8,2,9,901,2,99,2,27,4,1,4,8,9999,1,41,9
"1911",1911,27,6,4,8,2,1,101,1,1,1,43,7,1,1,1,9999,1,34,9
"1912",1912,27,6,4,20,4,1,102,2,99,2,34,5,1,9,14,9999,4,44,9
"1913",1913,27,6,4,19,4,1,110,2,99,1,27,4,1,3,4,2012,1,32,9
"1914",1914,27,6,4,21,4,1,108,1,4,1,24,3,1,5,2,1995,1,23,9
"1915",1915,27,6,4,20,4,22,2201,2,99,1,17,2,2,3,2,9999,2,26,9
"1916",1916,27,6,4,7,2,21,2102,2,99,1,38,6,1,9,2,2010,1,44,9
"1917",1917,27,6,4,13,3,5,501,2,99,1,52,9,1,12,99,9999,1,99,9
"1918",1918,27,6,4,22,4,9,901,2,99,1,36,6,1,4,99,9999,1,42,2
"1919",1919,27,6,4,5,1,9,901,2,99,1,24,3,1,1,10,9999,3,44,2
"1920",1920,27,6,4,18,4,17,1701,1,1,1,25,4,1,2,3,2007,1,20,9
"1921",1921,27,6,4,15,3,14,1401,2,99,1,999,12,9,3,99,9999,4,44,9
"1922",1922,28,6,5,22,4,1,101,1,6,1,31,5,1,1,2,2009,1,20,9
"1923",1923,28,6,5,5,1,1,101,1,13,2,999,12,1,3,2,1992,1,44,9
"1924",1924,28,6,5,23,4,1,101,2,13,1,999,12,1,99,99,9999,3,99,9
"1925",1925,28,6,5,2,1,1,101,1,11,1,21,3,1,4,1,2008,2,99,9
"1926",1926,28,6,5,22,4,10,1001,2,99,1,26,4,1,4,1,2009,2,2,9
"1927",1927,28,6,5,17,3,9,901,2,99,1,33,5,1,9,4,9999,1,44,9
"1928",1928,28,6,5,20,4,18,1801,2,99,1,46,8,1,3,8,1990,1,32,9
"1929",1929,28,6,5,14,3,17,1701,2,99,1,37,6,1,9,3,2006,1,44,9
"1930",1930,29,6,6,4,1,1,101,1,1,1,31,5,1,4,1,9999,3,99,9
"1931",1931,29,6,6,12,3,1,105,2,99,1,30,5,1,4,1,9999,1,40,9
"1932",1932,29,6,6,15,3,1,102,2,99,2,29,4,1,2,4,2004,3,5,9
"1933",1933,29,6,6,18,4,1,101,1,10,1,41,7,1,1,99,9999,1,99,9
"1934",1934,29,6,6,6,2,1,101,1,7,1,22,3,1,1,4,9999,1,34,9
