"","num_hecho","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","muni_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","g_edad_pil","edad_m1","estado_pil","tipo_vehiculo","marca_vehi","color_vehi","modelo_vehi","causa_acc"
"2678",170,21,12,3,8,1,1,1,18,1,26,4,1,1,12,99,1,1998,1
"2679",171,21,12,3,23,1,1,1,12,9,999,11,9,9,2,99,99,9999,1
"2680",177,21,12,3,20,5,1,2,99,1,34,5,1,1,5,99,3,9999,1
"2681",183,21,12,3,8,3,4,2,99,1,999,11,1,9,99,99,99,9999,3
"2682",184,22,12,4,23,1,17,2,99,9,999,11,9,9,1,99,1,9999,1
"2683",199,24,12,6,19,17,1,2,99,1,40,7,1,9,4,99,99,9999,3
"2684",201,25,12,7,12,1,1,1,25,1,18,2,1,9,1,99,1,9999,3
"2685",223,27,12,2,0,17,3,2,99,9,999,11,9,9,99,99,99,9999,1
"2686",227,28,12,3,23,1,1,1,18,9,999,11,1,1,1,99,3,9999,1
"2687",236,29,12,4,19,10,1,2,99,9,999,11,1,9,99,99,99,9999,1
"2688",239,30,12,5,18,1,1,1,3,2,40,7,1,1,1,99,99,9999,1
"2689",247,30,12,5,19,18,4,2,99,9,999,11,9,1,1,99,99,9999,1
"2690",253,31,12,6,21,6,2,2,99,9,999,11,1,9,99,99,99,9999,1
"2691",254,31,12,6,22,12,16,2,99,9,999,11,1,9,3,99,99,9999,1
"2692",256,31,12,6,13,2,7,2,99,1,24,3,1,9,4,99,5,2004,1
"2693",259,31,12,6,10,7,1,2,99,1,24,3,1,9,4,99,99,9999,3
