"","num_hecho","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","muni_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","g_edad_pil","edad_m1","estado_pil","tipo_vehiculo","marca_vehi","color_vehi","modelo_vehi","causa_acc"
"331",200,28,9,3,13,11,6,1,99,1,30,5,1,9,1,17,2,9999,1
"332",14,1,1,6,7,1,8,2,7,1,31,5,1,9,9,18,5,9999,1
"333",74,9,2,3,19,16,5,1,99,1,69,10,1,1,5,18,99,9999,3
"334",150,20,2,7,17,1,1,2,15,1,40,7,1,1,5,18,2,1993,2
"335",56,8,3,2,16,1,1,2,11,9,999,99,9,9,5,18,2,1988,1
"336",78,10,3,4,19,9,1,2,2,1,60,10,1,2,3,18,1,9999,1
"337",186,23,5,1,4,8,1,1,99,1,30,5,1,1,5,18,2,2000,2
"338",192,24,5,2,22,5,11,1,99,1,32,5,1,1,5,18,2,1989,1
"339",62,9,6,4,7,10,1,2,1,2,36,6,1,1,5,18,2,1986,1
"340",74,10,6,5,0,1,1,2,7,1,24,3,1,1,5,18,2,2002,1
"341",125,17,6,5,11,1,1,2,2,2,30,5,1,1,1,18,6,9999,1
"342",122,17,9,6,8,12,1,1,99,9,999,99,9,9,5,18,2,9999,3
"343",25,4,10,2,16,9,20,1,99,1,23,3,1,1,9,18,4,9999,2
"344",111,18,10,2,16,7,1,1,99,1,41,7,1,1,5,18,2,1988,1
"345",97,12,11,6,23,1,1,2,10,1,25,4,1,1,5,18,6,1997,1
"346",135,18,12,7,23,10,1,2,99,1,32,5,1,9,5,18,2,9999,1
"347",59,7,1,5,16,4,1,1,99,1,54,9,1,9,5,19,1,9999,1
"348",163,21,1,5,18,17,12,1,99,1,56,10,1,1,7,19,1,9999,1
"349",206,26,1,3,17,5,1,2,1,1,48,8,1,9,5,19,2,1991,1
"350",209,26,1,3,11,15,7,1,99,1,69,10,1,9,5,19,2,9999,1
"351",228,29,1,6,6,12,22,1,99,1,50,9,1,1,6,19,2,9999,1
"352",116,17,2,4,12,1,1,2,13,1,34,5,1,9,5,19,2,2002,1
"353",173,25,2,5,23,1,8,2,2,1,67,10,1,9,5,19,2,9999,1
"354",13,2,3,3,18,6,1,1,99,1,43,7,1,9,5,19,2,1990,2
"355",19,3,3,4,7,13,12,1,99,1,52,9,1,9,5,19,12,1984,1
"356",26,4,3,5,16,14,19,2,99,1,56,10,1,2,5,19,2,9999,1
"357",77,10,3,4,18,10,9,1,99,1,36,6,1,9,5,19,2,9999,2
"358",81,10,3,4,11,16,1,1,99,1,40,7,1,1,5,19,2,2007,1
"359",151,22,3,2,1,1,1,2,12,1,43,7,1,1,5,19,3,1992,1
"360",153,22,3,2,8,8,1,1,99,1,43,7,1,1,5,19,2,2002,1
"361",10,3,4,7,16,1,1,2,11,1,23,3,1,9,5,19,2,9999,1
"362",34,7,4,4,2,19,3,1,99,9,999,99,9,9,5,19,3,1988,1
"363",38,7,4,4,8,14,6,1,99,9,999,99,9,9,5,19,2,9999,1
"364",70,12,4,2,18,7,1,1,99,1,43,7,1,9,5,19,99,9999,3
"365",92,16,4,6,20,5,13,1,99,1,38,6,1,1,5,19,2,9999,1
"366",7,1,5,7,12,18,3,1,99,1,36,6,1,9,5,19,2,9999,3
"367",203,25,5,3,15,16,1,1,99,1,50,9,1,9,5,19,2,2000,4
"368",218,27,5,5,16,1,8,2,6,1,25,4,1,9,5,19,2,2006,1
"369",255,30,5,1,7,14,5,1,99,9,999,99,9,9,5,19,2,9999,1
"370",28,4,6,6,22,18,4,1,99,1,29,4,1,9,5,19,2,1988,1
"371",44,6,6,1,15,14,1,2,5,1,36,6,1,1,5,19,2,2008,1
"372",56,8,6,3,12,4,3,1,99,9,999,99,9,9,5,19,2,9999,3
"373",57,8,6,3,23,3,4,1,99,1,42,7,1,1,5,19,2,9999,1
"374",100,13,6,1,18,17,4,1,99,1,28,4,1,1,5,19,2,2000,1
"375",112,15,6,3,8,9,24,1,99,1,60,10,1,1,5,19,8,2009,1
"376",113,15,6,3,15,16,1,1,99,1,30,5,1,1,5,19,5,9999,1
"377",141,19,6,7,17,5,1,1,99,9,999,99,9,9,5,19,99,9999,1
"378",187,25,6,6,13,13,3,1,99,1,33,5,1,1,5,19,2,2011,1
"379",201,27,6,1,16,10,14,1,99,9,999,99,9,9,5,19,2,9999,1
"380",80,12,7,2,22,19,1,1,99,1,55,10,1,1,5,19,8,9999,1
"381",83,12,7,2,17,17,3,1,99,1,33,5,1,1,5,19,3,9999,1
"382",187,29,7,5,3,18,2,1,99,1,51,9,1,9,12,19,2,2005,1
"383",9,1,8,1,10,3,2,1,99,1,25,4,1,1,5,19,2,1992,1
"384",117,15,8,1,8,1,8,2,4,1,55,10,1,1,5,19,2,2010,1
"385",136,19,8,5,21,8,1,1,99,1,27,4,1,1,6,19,4,2007,1
"386",208,30,8,2,8,20,1,2,99,1,39,6,1,1,5,19,3,1994,1
"387",65,11,9,7,2,5,1,1,99,1,33,5,1,1,5,19,6,1992,1
"388",109,16,9,5,22,19,1,1,99,1,32,5,1,1,5,19,2,9999,1
"389",10,2,11,3,12,1,1,2,18,1,41,7,1,9,5,19,2,1992,1
"390",23,2,11,3,15,4,16,1,99,9,999,99,9,9,5,19,14,9999,1
"391",32,4,11,5,23,22,17,1,99,9,999,99,9,9,5,19,2,9999,1
"392",70,9,11,3,20,3,1,1,99,1,30,5,1,9,5,19,2,2000,1
"393",81,11,11,5,18,1,11,1,99,1,29,4,1,1,5,19,2,9999,2
"394",83,11,11,5,23,9,1,1,99,1,37,6,1,9,5,19,2,9999,1
"395",145,16,11,3,15,3,3,1,99,1,39,6,1,1,5,19,2,9999,1
"396",200,24,11,4,1,19,5,2,99,1,60,10,1,1,5,19,2,1987,1
"397",250,29,11,2,9,17,1,1,99,1,39,6,1,1,5,19,99,9999,1
"398",9,2,12,5,3,7,1,1,99,1,999,11,1,9,5,19,4,1995,3
"399",130,18,12,7,18,1,1,1,13,1,34,5,1,9,12,19,1,1983,1
"400",138,18,12,7,20,9,1,1,3,1,35,6,1,9,5,19,5,2011,1
"401",73,10,1,1,8,5,6,1,99,1,61,10,1,9,4,2,5,9999,1
"402",82,11,1,2,22,10,10,1,99,1,17,2,2,9,4,2,1,2005,3
"403",122,16,1,7,10,22,14,1,99,1,21,3,1,9,14,2,1,2004,3
"404",169,22,1,6,22,16,1,2,4,1,22,3,1,9,4,2,5,9999,1
"405",174,23,1,7,19,1,1,2,13,1,22,3,1,1,4,2,1,9999,1
"406",190,24,1,1,18,5,6,2,99,1,24,3,1,9,4,2,5,9999,1
"407",207,26,1,3,20,5,3,1,99,1,27,4,1,9,4,2,1,9999,1
"408",249,31,1,1,20,5,2,1,99,1,25,4,1,9,4,2,3,9999,1
"409",11,2,2,3,22,1,13,1,99,1,31,5,1,9,4,2,99,9999,2
"410",26,4,2,5,15,22,6,1,99,1,23,3,1,9,14,2,1,2009,1
"411",30,4,2,5,22,18,5,1,99,1,23,3,1,9,14,2,1,9999,1
"412",41,5,2,6,11,5,2,2,99,1,20,3,1,9,4,2,5,2008,1
"413",46,6,2,7,15,6,1,1,99,1,20,3,1,9,4,2,1,2010,1
"414",68,8,2,2,19,11,7,1,99,1,39,6,1,1,14,2,1,9999,1
"415",89,12,2,6,17,5,1,1,99,2,23,3,1,1,4,2,3,9999,1
"416",119,17,2,4,22,10,1,2,1,1,29,4,1,2,14,2,1,2006,1
"417",148,19,2,6,2,1,1,2,12,1,33,5,1,9,4,2,5,9999,1
"418",159,21,2,1,23,19,1,1,99,1,52,9,1,9,4,2,5,9999,2
"419",164,23,2,3,19,1,1,2,7,1,34,5,1,9,4,2,9,9999,4
"420",186,27,2,7,10,1,5,1,99,1,30,5,1,2,4,2,5,9999,4
"421",4,1,3,2,22,10,12,1,99,1,22,3,1,2,14,2,1,9999,3
"422",64,8,3,2,2,3,1,1,99,1,22,3,1,1,4,2,5,2009,1
"423",65,9,3,3,14,1,1,2,1,1,20,3,1,9,4,2,9,9999,1
"424",71,9,3,3,16,17,12,1,99,1,31,5,1,1,14,2,1,2005,1
"425",91,11,3,5,18,10,1,2,1,1,22,3,1,9,14,2,1,9999,1
"426",103,13,3,7,11,14,1,1,99,1,19,2,1,1,14,2,1,9999,3
"427",122,16,3,3,20,10,1,1,99,1,22,3,1,2,14,2,1,9999,3
"428",134,18,3,5,2,4,16,1,99,1,22,3,1,2,14,2,1,9999,1
"429",167,24,3,4,20,5,12,1,99,1,21,3,1,1,14,2,1,9999,1
"430",29,6,4,3,16,2,7,1,99,1,25,4,1,2,4,2,1,2009,1
"431",58,10,4,7,19,5,1,2,1,1,31,5,1,2,4,2,5,2010,1
"432",81,14,4,4,13,10,1,1,99,1,20,3,1,1,4,2,5,2009,3
"433",148,24,4,7,8,1,1,2,1,1,23,3,1,9,4,2,5,9999,1
"434",153,26,4,2,1,1,1,2,7,1,23,3,1,1,4,2,5,2011,1
"435",17,3,5,2,6,14,21,1,99,1,17,2,2,9,14,2,1,9999,3
"436",20,4,5,3,5,22,1,1,99,1,35,6,1,9,4,2,5,9999,2
"437",33,7,5,6,15,9,20,1,99,1,18,2,1,9,4,2,5,9999,1
"438",65,11,5,3,22,3,2,2,99,1,26,4,1,2,4,2,4,2008,1
"439",74,13,5,5,17,20,7,2,99,1,25,4,1,1,14,2,1,9999,1
"440",158,21,5,6,20,22,12,2,99,9,999,99,9,9,14,2,1,2007,1
"441",172,22,5,7,3,1,1,2,18,1,18,2,1,2,4,2,4,2011,2
"442",191,24,5,2,15,5,3,1,99,1,17,2,2,1,14,2,1,9999,1
"443",209,26,5,4,14,11,1,1,99,1,24,3,1,9,14,2,1,9999,3
"444",1,1,6,3,12,1,1,2,11,1,999,99,1,1,4,2,99,9999,1
"445",19,3,6,5,11,1,1,2,1,1,29,4,1,9,14,2,1,2008,1
"446",25,3,6,5,20,9,22,1,99,1,47,8,1,9,14,2,7,2008,1
"447",37,5,6,7,14,9,6,1,99,1,22,3,1,9,4,2,9,9999,3
"448",70,10,6,5,17,1,1,2,1,1,23,3,1,1,4,2,99,2008,1
"449",82,11,6,6,15,1,1,2,24,1,25,4,1,1,14,2,7,9999,2
"450",128,17,6,5,19,21,1,2,2,1,20,3,1,2,4,2,5,9999,2
"451",185,25,6,6,20,11,1,1,99,1,21,3,1,2,14,2,1,9999,1
"452",30,4,7,1,22,9,1,1,99,1,24,3,1,2,4,2,5,9999,1
"453",48,7,7,4,15,17,12,2,99,9,999,99,9,9,14,2,1,9999,1
"454",160,25,7,1,3,5,7,1,99,1,23,3,1,9,4,2,99,9999,3
"455",197,30,7,6,0,3,1,1,99,2,38,6,1,9,4,2,1,2001,1
"456",7,1,8,1,14,19,1,1,99,1,21,3,1,1,4,2,1,9999,1
"457",20,3,8,3,8,10,1,2,1,1,33,5,1,1,4,2,1,9999,1
"458",48,6,8,6,20,6,1,1,99,1,44,7,1,1,14,2,1,2008,1
"459",60,7,8,7,9,22,1,1,99,1,21,3,1,1,4,2,99,9999,1
"460",61,7,8,7,18,21,3,2,2,1,19,2,1,2,4,2,3,9999,1
"461",65,7,8,7,8,2,7,1,99,1,33,5,1,1,14,2,1,2006,3
"462",71,8,8,1,22,14,1,1,99,1,22,3,1,2,14,2,1,9999,3
"463",75,9,8,2,12,17,1,2,99,1,24,3,1,1,4,2,1,2008,1
"464",103,12,8,5,17,9,20,1,99,1,25,4,1,2,4,2,1,2005,1
"465",164,23,8,2,0,11,1,2,4,1,18,2,1,1,14,2,1,2005,1
"466",105,15,9,4,15,17,1,1,99,1,36,6,1,9,14,2,1,2000,1
"467",118,17,9,6,0,1,1,2,7,1,26,4,1,9,4,2,5,9999,2
"468",121,17,9,6,18,5,13,1,99,1,33,5,1,9,4,2,4,2007,3
"469",125,17,9,6,17,2,1,1,99,1,36,6,1,1,14,2,1,2011,1
"470",168,24,9,6,19,5,1,1,99,1,28,4,1,2,14,2,1,9999,2
"471",2,1,10,6,19,10,1,2,2,1,33,5,1,9,14,2,1,9999,3
"472",11,2,10,7,13,11,1,2,99,9,999,99,9,9,14,2,1,9999,1
"473",14,2,10,7,13,4,1,1,99,1,54,9,1,2,14,2,1,2006,1
"474",18,3,10,1,23,4,1,1,99,1,19,2,1,9,14,2,1,9999,3
"475",71,14,10,5,15,21,1,1,99,1,33,5,1,2,14,2,1,2008,3
"476",77,14,10,5,15,17,3,1,99,9,999,99,9,9,14,2,1,9999,4
"477",78,15,10,6,11,1,1,2,6,1,42,7,1,1,14,2,1,9999,1
"478",91,16,10,7,9,19,1,1,99,1,17,2,2,1,14,2,1,9999,3
"479",112,18,10,2,23,4,1,2,99,1,23,3,1,1,4,2,1,9999,1
"480",157,25,10,2,17,10,10,2,1,1,28,4,1,1,14,2,1,2007,1
"481",186,30,10,7,19,10,1,2,2,1,33,5,1,9,14,2,1,9999,3
"482",33,4,11,5,12,5,7,1,99,1,19,2,1,9,4,2,5,9999,4
"483",45,6,11,7,16,10,8,1,99,1,28,4,1,2,14,2,1,2004,2
"484",53,8,11,2,23,5,1,2,99,1,58,10,1,9,4,2,99,9999,1
"485",61,9,11,3,20,21,1,1,99,1,20,3,1,9,4,2,5,9999,3
"486",109,13,11,7,19,1,9,2,99,1,31,5,1,9,14,2,1,9999,2
"487",112,13,11,7,6,1,14,2,99,1,22,3,1,9,4,2,5,9999,3
"488",148,17,11,4,15,11,3,1,99,1,23,3,1,1,14,2,1,2012,1
"489",170,19,11,6,9,4,4,1,99,1,26,4,1,9,14,2,1,2001,1
"490",184,21,11,1,2,11,1,1,99,9,999,99,9,9,14,2,1,9999,1
"491",203,24,11,4,20,15,4,2,99,1,25,4,1,9,4,2,5,9999,3
"492",60,8,12,4,0,1,1,1,11,1,27,4,1,9,4,2,5,9999,2
"493",73,10,12,6,1,11,1,2,99,1,26,4,1,9,4,2,5,9999,1
"494",100,15,12,4,23,22,1,1,1,1,18,2,1,1,4,2,1,9999,3
"495",106,15,12,4,13,12,18,2,99,1,19,2,1,1,14,2,1,2007,2
"496",117,16,12,5,13,10,1,2,99,9,999,11,9,9,14,2,1,2008,3
"497",128,18,12,7,21,1,6,2,99,1,22,3,1,9,14,2,1,2004,3
"498",176,21,12,3,10,21,3,1,1,1,33,5,1,1,14,2,1,2006,1
"499",194,24,12,6,17,1,14,2,99,1,22,3,1,1,4,2,1,9999,3
"500",215,26,12,1,21,6,2,2,99,1,30,5,1,9,14,2,1,9999,1
"501",44,4,1,2,22,7,1,1,99,1,30,5,1,1,1,20,4,9999,2
"502",1,1,2,2,5,5,5,1,99,1,47,8,1,1,1,20,7,2007,1
"503",81,10,2,4,23,1,1,2,9,1,27,4,1,2,2,20,11,2004,1
"504",131,18,2,5,12,5,11,1,99,1,32,5,1,9,5,20,2,9999,1
"505",171,25,3,5,13,1,1,2,1,1,19,2,1,9,1,20,2,2002,1
"506",12,3,4,7,18,1,1,2,19,1,44,7,1,2,2,20,1,9999,2
"507",31,7,4,4,22,1,1,2,1,1,55,10,1,1,10,20,99,9999,1
"508",109,20,4,3,15,1,13,1,99,1,25,4,1,9,1,20,5,2002,1
"509",111,20,4,3,14,19,1,1,99,1,40,7,1,9,1,20,3,2011,1
"510",175,30,4,6,11,18,1,1,99,9,999,99,9,9,5,20,99,9999,3
"511",2,1,5,7,6,1,1,2,2,1,19,2,1,2,1,20,4,2005,1
"512",18,3,5,2,3,14,6,1,99,1,42,7,1,9,1,20,4,1994,2
"513",64,11,5,3,16,2,1,1,99,1,44,7,1,9,5,20,2,9999,1
"514",156,21,5,6,20,1,8,2,4,1,26,4,1,2,1,20,11,2002,2
"515",223,28,5,6,21,1,8,2,4,1,28,4,1,2,1,20,2,2009,1
"516",225,28,5,6,11,5,2,1,99,1,42,7,1,1,1,20,9,1998,1
"517",11,2,6,4,22,1,1,2,6,1,28,4,1,2,1,20,1,1988,1
"518",18,3,6,5,7,1,1,2,1,1,32,5,1,9,10,20,2,2004,1
"519",94,12,6,7,19,10,1,1,99,1,34,5,1,1,2,20,2,9999,1
"520",111,15,6,3,2,1,1,2,8,1,32,5,1,2,1,20,2,2009,1
"521",182,25,6,6,2,5,1,2,1,1,23,3,1,9,1,20,6,9999,1
"522",183,25,6,6,0,5,1,1,99,1,33,5,1,9,1,20,5,1997,1
"523",203,27,6,1,8,18,1,2,99,1,31,5,1,1,5,20,2,2007,1
"524",44,7,7,4,12,1,1,2,15,1,64,10,1,1,2,20,2,2005,1
"525",46,7,7,4,16,10,8,1,99,1,25,4,1,9,1,20,2,1998,1
"526",64,9,7,6,21,20,8,1,99,1,22,3,1,1,1,20,3,2009,1
"527",68,10,7,7,23,1,1,2,10,1,46,8,1,1,1,20,2,9999,1
"528",110,19,7,2,9,1,1,2,13,1,36,6,1,1,1,20,2,2012,1
"529",152,24,7,7,11,1,1,2,9,1,55,10,1,9,1,20,99,1995,1
"530",155,24,7,7,15,5,10,1,99,1,31,5,1,9,1,20,4,2003,1
"531",212,31,7,7,13,17,1,1,99,1,42,7,1,9,2,20,2,2004,2
"532",5,1,8,1,15,22,12,1,99,1,39,6,1,2,5,20,2,2002,1
"533",47,6,8,6,22,5,13,1,99,1,46,8,1,1,2,20,99,2005,1
"534",94,12,8,5,20,1,1,2,3,1,45,8,1,2,2,20,3,9999,1
"535",95,12,8,5,20,1,1,2,8,1,48,8,1,1,2,20,9,2000,1
"536",9,3,9,6,20,1,15,2,5,1,25,4,1,1,1,20,4,2001,1
"537",23,5,9,1,18,1,1,2,12,1,68,10,1,9,1,20,2,2008,1
"538",28,6,9,2,21,1,1,2,11,1,24,3,1,1,2,20,2,2002,1
"539",95,13,9,2,17,2,1,1,99,1,50,9,1,2,2,20,14,2002,1
"540",156,22,9,4,0,1,8,2,4,1,47,8,1,1,1,20,3,2005,1
"541",35,7,10,5,11,1,8,2,3,1,26,4,1,1,1,20,2,2008,1
"542",38,8,10,6,23,1,1,2,7,1,28,4,1,1,1,20,2,2008,1
"543",102,18,10,2,8,22,12,1,99,1,31,5,1,1,3,20,2,2006,1
"544",156,25,10,2,21,6,2,1,99,1,24,3,1,2,1,20,2,9999,1
"545",187,31,10,1,6,1,6,1,99,1,44,7,1,1,1,20,2,9999,1
"546",26,3,11,4,23,1,10,1,99,1,22,3,1,9,1,20,1,9999,2
"547",159,19,11,6,7,1,2,1,99,1,23,3,1,9,1,20,4,2005,1
"548",229,27,11,7,21,1,8,2,9,1,34,5,1,1,9,20,11,2011,3
"549",25,4,12,7,23,1,1,1,11,1,51,9,1,1,1,20,9,1983,1
"550",66,9,12,5,23,1,1,1,8,2,21,3,1,9,1,20,5,2005,1
"551",110,16,12,5,1,1,1,1,6,1,23,3,1,2,3,20,4,9999,1
"552",11,1,1,6,9,16,4,1,99,1,58,10,1,9,1,21,4,9999,1
"553",25,2,1,7,3,1,7,1,99,1,19,2,1,9,1,21,1,1990,2
"554",36,3,1,1,17,5,1,1,99,1,20,3,1,2,4,21,1,9999,2
"555",37,3,1,1,22,17,1,1,99,1,55,10,1,1,4,21,1,2002,2
"556",39,4,1,2,14,5,8,1,99,1,30,5,1,2,4,21,3,2009,2
"557",47,5,1,3,21,5,1,1,99,1,35,6,1,9,4,21,4,9999,2
"558",57,7,1,5,11,5,1,1,99,1,74,10,1,9,4,21,3,9999,1
"559",68,9,1,7,14,9,1,1,99,1,18,2,1,2,4,21,3,9999,2
"560",86,12,1,3,18,21,1,2,1,1,21,3,1,1,4,21,1,9999,1
"561",148,19,1,3,22,20,10,1,99,2,999,99,1,9,2,21,6,2010,1
"562",180,23,1,7,9,18,1,2,1,1,30,5,1,1,14,21,1,9999,2
"563",199,25,1,2,20,15,4,1,99,1,32,5,1,2,1,21,6,9999,1
"564",217,28,1,5,13,21,1,2,1,1,39,6,1,1,4,21,5,9999,1
"565",220,28,1,5,13,5,1,1,99,1,36,6,1,1,4,21,1,2007,1
"566",236,30,1,7,14,19,1,1,99,1,24,3,1,1,4,21,2,9999,1
"567",237,30,1,7,8,10,4,1,99,1,40,7,1,1,4,21,14,9999,4
"568",252,31,1,1,17,15,7,1,99,1,32,5,1,9,1,21,2,1993,2
"569",24,3,2,4,2,9,1,1,99,1,29,4,1,9,3,21,2,1997,2
"570",37,5,2,6,12,20,9,1,99,1,50,9,1,9,4,21,5,9999,4
"571",48,6,2,7,2,11,3,1,99,1,32,5,1,2,1,21,6,1994,3
"572",51,6,2,7,20,21,1,1,99,1,23,3,1,2,1,21,2,1993,1
"573",77,10,2,4,21,21,1,2,3,1,17,2,2,1,4,21,1,9999,2
"574",96,14,2,1,18,5,2,1,99,1,32,5,1,2,4,21,5,2004,2
"575",107,15,2,2,18,15,3,1,99,1,18,2,1,9,4,21,4,9999,1
"576",118,17,2,4,23,5,2,1,99,1,37,6,1,9,4,21,3,9999,2
"577",126,18,2,5,22,1,1,2,24,1,29,4,1,2,1,21,5,9999,1
"578",160,21,2,1,9,6,1,1,99,1,28,4,1,1,1,21,1,1993,2
"579",168,23,2,3,18,5,1,1,99,1,32,5,1,2,1,21,4,9999,1
"580",176,25,2,5,18,15,1,1,99,1,22,3,1,9,4,21,1,9999,1
"581",182,26,2,6,22,1,5,1,99,1,23,3,1,9,4,21,3,9999,4
"582",184,26,2,6,21,5,1,1,99,1,28,4,1,9,4,21,6,9999,2
"583",187,27,2,7,19,1,15,2,12,1,34,5,1,1,1,21,2,2000,1
"584",39,6,3,7,1,21,1,2,99,1,19,2,1,2,1,21,3,1989,2
"585",82,10,3,4,6,18,4,1,99,2,27,4,1,1,4,21,1,2009,4
"586",90,11,3,5,20,1,1,2,5,1,27,4,1,9,1,21,5,1994,1
"587",110,14,3,1,21,3,1,2,99,2,53,9,1,1,2,21,4,9999,1
"588",119,16,3,3,10,1,1,2,6,1,30,5,1,1,4,21,3,9999,1
"589",135,18,3,5,21,4,16,1,99,1,28,4,1,1,1,21,5,9999,1
"590",148,21,3,1,22,1,1,2,7,1,23,3,1,2,1,21,4,1999,1
"591",169,24,3,4,16,12,4,1,99,1,24,3,1,9,4,21,4,2010,2
"592",176,26,3,6,10,1,1,2,12,1,53,9,1,9,1,21,6,1997,1
"593",182,26,3,6,19,5,1,1,99,1,36,6,1,9,4,21,5,9999,2
"594",183,26,3,6,23,10,1,1,99,1,27,4,1,1,4,21,3,9999,1
"595",185,26,3,6,20,9,1,1,99,1,27,4,1,1,4,21,5,9999,1
"596",189,27,3,7,23,20,1,1,99,1,23,3,1,1,1,21,3,9999,1
"597",193,27,3,7,3,16,1,1,99,1,22,3,1,2,4,21,3,9999,3
"598",51,9,4,6,17,1,2,1,99,1,40,7,1,9,4,21,3,9999,3
"599",57,10,4,7,2,1,1,2,6,1,30,5,1,2,4,21,5,9999,3
"600",67,12,4,2,6,1,1,2,12,1,44,7,1,9,1,21,4,9999,1
"601",89,16,4,6,17,1,1,2,13,1,29,4,1,1,1,21,11,9999,1
"602",115,21,4,4,21,1,7,1,99,1,28,4,1,9,4,21,3,9999,3
"603",128,22,4,5,22,6,9,1,99,1,22,3,1,9,4,21,5,9999,2
"604",165,28,4,4,18,6,1,1,99,1,26,4,1,1,4,21,1,9999,2
"605",167,29,4,5,18,22,1,1,99,1,20,3,1,1,4,21,1,9999,1
"606",176,30,4,6,20,3,1,1,99,1,20,3,1,1,4,21,1,2006,1
"607",9,1,5,7,16,14,9,1,99,1,27,4,1,9,4,21,2,2010,2
"608",12,2,5,1,16,10,14,1,99,2,22,3,1,9,1,21,2,9999,4
"609",26,5,5,4,15,6,3,1,99,2,13,1,2,9,4,21,1,9999,1
"610",36,8,5,7,15,22,2,1,99,1,25,4,1,1,4,21,7,9999,3
"611",48,9,5,1,21,10,1,1,99,1,33,5,1,2,4,21,5,9999,2
"612",54,10,5,2,19,22,14,1,99,1,32,5,1,2,1,21,4,1995,1
"613",59,11,5,3,4,1,1,2,24,1,27,4,1,1,4,21,5,9999,1
"614",80,13,5,5,22,16,7,2,99,1,30,5,1,2,4,21,1,9999,2
"615",104,15,5,7,15,22,12,2,99,1,28,4,1,1,14,21,1,2004,1
"616",105,15,5,7,6,20,7,2,99,1,20,3,1,2,4,21,1,2005,2
"617",118,16,5,1,6,13,6,1,99,1,21,3,1,1,4,21,1,9999,1
"618",150,21,5,6,23,1,1,1,10,1,24,3,1,2,1,21,3,1981,2
"619",200,25,5,3,16,9,2,1,99,1,35,6,1,2,1,21,9,1993,1
"620",213,27,5,5,21,5,5,1,99,1,25,4,1,9,4,21,1,9999,2
"621",220,28,5,6,23,1,1,2,9,1,33,5,1,2,1,21,6,1998,1
"622",222,28,5,6,18,1,1,2,13,9,999,99,9,9,1,21,6,9999,2
"623",259,31,5,2,19,1,1,2,3,1,23,3,1,1,1,21,2,9999,1
"624",148,20,6,1,6,5,1,1,99,1,41,7,1,9,1,21,3,1995,1
"625",172,24,6,5,8,21,1,2,2,1,18,2,1,2,4,21,6,9999,2
"626",176,25,6,6,20,1,1,2,18,1,75,10,1,9,4,21,5,9999,1
"627",179,25,6,6,7,1,11,1,99,1,67,10,1,1,1,21,3,9999,1
"628",184,25,6,6,20,5,1,1,99,1,54,9,1,9,4,21,4,9999,1
"629",2,1,7,5,2,1,1,2,15,1,22,3,1,9,4,21,6,9999,2
"630",7,1,7,5,16,17,1,1,99,9,999,99,9,9,1,21,1,1998,1
"631",18,3,7,7,4,5,1,2,1,1,20,3,1,2,1,21,5,9999,3
"632",33,4,7,1,13,14,21,1,99,1,40,7,1,1,4,21,3,1994,1
"633",55,8,7,5,10,6,2,1,99,1,25,4,1,1,4,21,5,9999,1
"634",100,16,7,6,16,5,1,1,99,1,25,4,1,1,1,21,1,9999,1
"635",192,30,7,6,1,20,1,1,99,1,17,2,2,9,4,21,1,9999,2
"636",18,3,8,3,17,22,4,1,99,1,18,2,1,1,1,21,99,1994,1
"637",45,6,8,6,21,21,6,2,99,1,55,10,1,1,4,21,1,9999,1
"638",73,9,8,2,11,10,1,2,1,1,32,5,1,1,4,21,1,2008,1
"639",90,11,8,4,14,17,1,1,99,1,17,2,2,1,4,21,3,9999,4
"640",98,12,8,5,18,1,1,2,21,1,21,3,1,1,1,21,3,2008,1
"641",102,12,8,5,19,9,1,2,3,1,21,3,1,1,4,21,2,9999,1
"642",121,17,8,3,12,1,1,2,6,1,49,8,1,1,4,21,1,9999,2
"643",126,17,8,3,19,10,1,1,99,1,25,4,1,1,4,21,1,9999,1
"644",141,20,8,6,23,5,1,1,99,1,27,4,1,1,4,21,1,9999,1
"645",167,24,8,3,9,5,11,1,99,1,39,6,1,1,4,21,1,2004,1
"646",174,26,8,5,7,1,1,2,7,1,21,3,1,9,1,21,5,9999,2
"647",187,28,8,7,23,6,1,1,99,1,30,5,1,2,1,21,14,1988,2
"648",189,28,8,7,19,9,1,1,99,1,24,3,1,2,1,21,5,9999,1
"649",190,28,8,7,9,16,1,1,99,1,20,3,1,9,4,21,1,9999,2
"650",201,29,8,1,23,9,1,1,99,1,22,3,1,9,1,21,1,9999,1
"651",204,29,8,1,8,17,1,1,99,1,30,5,1,9,4,21,7,9999,1
"652",14,3,9,6,22,12,18,1,99,1,41,7,1,9,4,21,5,9999,2
"653",36,6,9,2,0,17,1,1,99,1,48,8,1,9,4,21,6,9999,1
"654",37,7,9,3,11,1,1,2,18,1,35,6,1,9,4,21,3,9999,1
"655",40,7,9,3,21,22,1,1,99,1,33,5,1,9,4,21,3,9999,2
"656",47,8,9,4,21,6,1,1,99,1,22,3,1,1,4,21,1,9999,1
"657",50,8,9,4,17,9,1,1,99,1,23,3,1,1,4,21,1,2004,1
"658",89,13,9,2,20,1,17,2,7,9,999,99,9,9,1,21,99,9999,1
"659",98,15,9,4,17,1,1,2,4,1,21,3,1,9,4,21,1,9999,2
"660",129,18,9,7,20,1,8,2,8,2,26,4,1,2,1,21,4,9999,1
