"","num_hecho","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","g_hora","depto_ocu","mupio_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","g_edad_2","mayor_menor","tipo_veh","color_veh","modelo_veh","causa_acc","marca_veh","g_edad","Fallecidos_Lesionados","Otro_g_edad_fall_les"
"4896",4896,5,10,6,4,1,1,108,1,3,1,27,5,1,1,4,6,2,30,4,2,3
"4897",4897,5,10,6,4,1,1,108,1,3,1,20,4,1,1,4,6,2,30,3,2,3
"4898",4898,5,10,6,23,4,22,2201,2,99,1,31,5,1,4,5,4,1,31,5,2,4
"4899",4899,5,10,6,23,4,22,2201,2,99,2,16,4,2,4,5,4,1,31,2,2,3
"4900",4900,5,10,6,1,1,22,2211,2,99,1,18,4,1,4,99,5,3,21,2,2,3
"4901",4901,5,10,6,1,1,22,2211,2,99,1,18,4,1,4,99,5,3,21,2,2,3
"4902",4902,5,10,6,20,4,21,2101,2,99,1,26,5,1,4,5,5,1,42,4,2,3
"4903",4903,5,10,6,20,4,21,2101,2,99,1,23,4,1,4,5,4,1,40,3,2,3
"4904",4904,5,10,6,20,4,21,2101,2,99,2,28,5,1,4,5,5,1,42,4,2,3
"4905",4905,5,10,6,10,2,5,501,2,99,1,34,5,1,7,1,3,1,22,5,2,4
"4906",4906,5,10,6,10,2,5,501,2,99,2,45,6,1,7,1,3,1,22,8,2,5
"4907",4907,5,10,6,11,2,5,509,2,99,1,22,4,1,4,1,6,1,99,3,2,3
"4908",4908,5,10,6,11,2,5,509,2,99,1,14,4,2,4,1,6,1,99,1,2,2
"4909",4909,5,10,6,22,4,6,603,2,99,2,4,2,2,1,4,6,1,99,1,2,1
"4910",4910,5,10,6,22,4,6,603,2,99,1,5,3,2,1,4,6,1,99,1,2,2
"4911",4911,5,10,6,5,1,10,1001,2,99,1,22,4,1,4,5,6,3,21,3,2,3
"4912",4912,5,10,6,5,1,10,1001,2,99,2,37,5,1,4,5,6,3,21,6,2,4
"4913",4913,5,10,6,15,3,15,1505,2,99,2,88,8,1,7,3,3,3,22,10,2,7
"4914",4914,5,10,6,15,3,15,1505,2,99,2,24,4,1,7,3,3,3,22,3,2,3
"4915",4915,5,10,6,15,3,15,1505,2,99,2,76,8,1,7,3,3,3,22,10,2,7
"4916",4916,5,10,6,15,3,15,1505,2,99,1,81,8,1,7,3,3,3,22,10,2,7
"4917",4917,5,10,6,15,3,15,1505,2,99,2,57,7,1,7,3,3,3,22,10,2,5
"4918",4918,5,10,6,15,3,15,1505,2,99,1,57,7,1,7,3,3,3,22,10,2,5
"4919",4919,5,10,6,15,3,15,1505,2,99,2,50,7,1,7,3,3,3,22,9,2,5
"4920",4920,5,10,6,15,3,15,1505,2,99,1,17,4,2,7,3,3,3,22,2,2,3
"4921",4921,5,10,6,15,3,15,1505,2,99,1,29,5,1,7,3,3,3,22,4,2,3
"4922",4922,5,10,6,15,3,15,1505,2,99,2,75,8,1,7,3,3,3,22,10,2,7
"4923",4923,5,10,6,15,3,15,1505,2,99,2,50,7,1,7,3,3,3,22,9,2,5
"4924",4924,5,10,6,15,3,15,1505,2,99,2,24,4,1,7,3,3,3,22,3,2,3
"4925",4925,5,10,6,15,3,15,1505,2,99,2,14,4,2,7,3,3,3,22,1,2,2
"4926",4926,5,10,6,15,3,15,1505,2,99,1,41,6,1,7,3,3,3,22,7,2,4
"4927",4927,5,10,6,15,3,15,1505,2,99,1,12,4,2,7,3,3,3,22,1,2,2
"4928",4928,5,10,6,15,3,15,1505,2,99,2,40,6,1,7,3,3,3,22,7,2,4
"4929",4929,5,10,6,15,3,15,1505,2,99,2,52,7,1,7,3,3,3,22,9,2,5
"4930",4930,5,10,6,15,3,15,1505,2,99,1,52,7,1,7,3,3,3,22,9,2,5
"4931",4931,5,10,6,15,3,15,1505,2,99,1,61,8,1,7,3,3,3,22,10,2,6
"4932",4932,5,10,6,22,4,18,1801,2,99,2,18,4,1,14,99,6,1,99,2,2,3
"4933",4933,5,10,6,0,1,17,1703,2,99,1,34,5,1,4,1,6,1,24,5,2,4
"4934",4934,5,10,6,22,4,14,1415,2,99,1,22,4,1,4,1,6,1,36,3,2,3
"4935",4935,5,10,6,22,4,14,1415,2,99,1,10,4,2,4,1,6,1,36,1,2,2
"4936",4936,5,10,6,10,2,4,402,2,99,1,43,6,1,3,6,6,2,44,7,2,4
"4937",4937,5,10,6,10,2,4,402,2,99,2,34,5,1,3,6,6,2,44,5,2,4
"4938",4938,6,10,7,16,3,1,101,1,1,2,26,5,1,1,4,4,1,44,4,2,3
"4939",4939,6,10,7,16,3,1,101,1,1,2,26,5,1,1,4,4,1,44,4,2,3
"4940",4940,6,10,7,16,3,1,101,1,1,2,26,5,1,1,4,4,1,44,4,2,3
"4941",4941,6,10,7,21,4,1,101,1,5,1,32,5,1,8,5,3,1,99,5,2,4
"4942",4942,6,10,7,3,1,1,101,1,14,1,22,4,1,4,5,6,3,2,3,2,3
"4943",4943,6,10,7,13,3,5,511,2,99,2,3,2,2,4,3,4,1,24,1,2,1
"4944",4944,6,10,7,19,4,5,501,2,99,1,35,5,1,4,3,6,3,42,6,2,4
"4945",4945,6,10,7,22,4,5,513,2,99,1,37,5,1,4,1,6,2,42,6,1,4
"4946",4946,6,10,7,22,4,5,513,2,99,1,37,5,1,4,1,6,2,42,6,1,4
"4947",4947,6,10,7,21,4,5,511,2,99,1,45,6,1,7,2,6,3,13,8,2,5
"4948",4948,6,10,7,21,4,5,511,2,99,2,27,5,1,7,2,6,3,13,4,2,3
"4949",4949,6,10,7,21,4,5,511,2,99,2,24,4,1,7,2,6,3,13,3,2,3
"4950",4950,6,10,7,21,4,5,511,2,99,1,8,3,2,7,2,6,3,13,1,2,2
"4951",4951,6,10,7,15,3,11,1101,2,99,2,27,5,1,4,5,5,2,99,4,2,3
"4952",4952,6,10,7,0,1,9,920,2,99,1,22,4,1,4,5,6,1,14,3,2,3
"4953",4953,6,10,7,22,4,15,1501,2,99,1,45,6,1,1,4,6,1,44,8,1,5
"4954",4954,6,10,7,22,4,15,1501,2,99,2,31,5,1,1,4,6,1,44,5,2,4
"4955",4955,6,10,7,22,4,15,1501,2,99,1,10,4,2,1,4,6,1,44,1,2,2
"4956",4956,6,10,7,22,4,15,1501,2,99,1,12,4,2,1,4,6,1,44,1,2,2
"4957",4957,6,10,7,19,4,2,201,2,99,1,51,7,1,3,99,6,1,99,9,2,5
"4958",4958,6,10,7,19,4,2,201,2,99,1,47,6,1,3,99,6,1,99,8,2,5
"4959",4959,6,10,7,19,4,2,201,2,99,1,22,4,1,3,99,6,1,99,3,2,3
"4960",4960,6,10,7,11,2,2,203,2,99,1,29,5,1,1,3,6,1,21,4,1,3
"4961",4961,6,10,7,10,2,2,205,2,99,1,43,6,1,4,5,6,2,42,7,2,4
"4962",4962,6,10,7,10,2,2,205,2,99,1,43,6,1,4,5,6,2,42,7,2,4
"4963",4963,6,10,7,9,2,17,1712,2,99,1,23,4,1,4,5,6,2,21,3,1,3
"4964",4964,6,10,7,1,1,14,1415,2,99,1,43,6,1,3,8,6,3,44,7,1,4
"4965",4965,7,10,1,20,4,12,1227,1,4,2,16,4,2,4,99,6,2,99,2,1,3
"4966",4966,7,10,1,15,3,17,1703,2,99,1,32,5,1,4,99,6,3,99,5,2,4
"4967",4967,7,10,1,21,4,17,1711,2,99,1,18,4,1,4,99,6,2,99,2,2,3
"4968",4968,8,10,2,22,4,1,102,1,16,1,999,9,1,3,14,5,1,32,11,2,8
"4969",4969,8,10,2,22,4,1,102,1,16,1,44,6,1,3,4,4,1,12,7,2,4
"4970",4970,8,10,2,22,4,1,102,1,16,1,30,5,1,3,4,4,1,12,5,2,4
"4971",4971,8,10,2,18,4,9,904,2,99,1,24,4,1,4,2,4,2,21,3,2,3
"4972",4972,9,10,3,7,2,1,116,2,99,1,30,5,1,12,6,6,3,13,5,1,4
"4973",4973,9,10,3,7,2,1,116,2,99,2,43,6,1,12,6,6,3,13,7,2,4
"4974",4974,9,10,3,7,2,1,116,2,99,1,25,5,1,12,6,6,3,13,4,1,3
"4975",4975,9,10,3,19,4,19,1901,2,99,1,23,4,1,4,99,6,1,99,3,2,3
"4976",4976,9,10,3,22,4,5,506,2,99,1,31,5,1,3,3,3,2,44,5,2,4
"4977",4977,9,10,3,1,1,5,502,2,99,1,67,8,1,4,4,4,2,2,10,2,6
"4978",4978,9,10,3,1,1,5,502,2,99,1,22,4,1,4,4,4,2,2,3,2,3
"4979",4979,9,10,3,1,1,10,1001,2,99,1,25,5,1,3,6,6,1,44,4,2,3
"4980",4980,9,10,3,14,3,14,1404,2,99,1,20,4,1,4,5,6,2,21,3,2,3
"4981",4981,10,10,4,1,1,1,101,1,1,1,26,5,1,4,1,6,1,21,4,2,3
"4982",4982,10,10,4,21,4,1,108,1,4,1,35,5,1,2,3,4,1,34,6,2,4
"4983",4983,10,10,4,21,4,1,108,1,4,1,16,4,2,2,3,4,1,34,2,2,3
"4984",4984,10,10,4,23,4,20,2001,2,99,1,43,6,1,1,6,6,3,46,7,1,4
"4985",4985,10,10,4,17,3,11,1101,1,1,1,24,4,1,14,1,6,1,99,3,2,3
"4986",4986,10,10,4,19,4,16,1615,2,99,1,23,4,1,4,1,6,1,40,3,1,3
"4987",4987,10,10,4,14,3,15,1508,2,99,1,29,5,1,7,99,6,3,99,4,2,3
"4988",4988,10,10,4,14,3,15,1508,2,99,2,40,6,1,7,99,6,3,99,7,2,4
"4989",4989,10,10,4,14,3,15,1508,2,99,2,52,7,1,7,99,6,3,99,9,2,5
"4990",4990,10,10,4,14,3,15,1508,2,99,2,70,8,1,7,99,6,3,99,10,2,7
"4991",4991,10,10,4,14,3,15,1508,2,99,1,49,6,1,7,99,6,3,99,8,2,5
"4992",4992,10,10,4,14,3,15,1508,2,99,1,44,6,1,7,99,6,3,99,7,2,4
"4993",4993,10,10,4,14,3,15,1508,2,99,2,42,6,1,7,99,6,3,99,7,2,4
"4994",4994,10,10,4,14,3,15,1508,2,99,1,35,5,1,7,99,6,3,99,6,2,4
"4995",4995,11,10,5,15,3,12,1202,2,99,1,35,5,1,4,99,6,1,99,6,2,4
"4996",4996,11,10,5,15,3,17,1703,2,99,1,18,4,1,4,1,6,1,42,2,1,3
"4997",4997,11,10,5,15,3,17,1703,2,99,1,12,4,2,4,1,6,1,40,1,2,2
"4998",4998,11,10,5,15,3,17,1703,2,99,1,14,4,2,4,1,6,1,40,1,2,2
"4999",4999,11,10,5,7,2,7,703,1,99,1,40,6,1,1,99,4,1,32,7,2,4
"5000",5000,11,10,5,7,2,7,703,1,99,1,42,6,1,1,99,4,1,32,7,2,4
"5001",5001,11,10,5,3,1,1,101,1,3,1,34,5,1,3,4,6,1,34,5,1,4
"5002",5002,11,10,5,3,1,15,1507,2,99,1,33,5,1,9,11,6,4,34,5,2,4
"5003",5003,12,10,6,4,1,1,101,1,21,1,24,4,1,1,11,3,2,32,3,2,3
"5004",5004,12,10,6,2,1,1,108,1,3,1,28,5,1,3,1,6,2,23,4,2,3
"5005",5005,12,10,6,2,1,1,108,1,3,2,22,4,1,3,1,6,2,23,3,2,3
"5006",5006,12,10,6,2,1,1,108,1,3,2,28,5,1,3,1,6,2,23,4,2,3
"5007",5007,12,10,6,2,1,1,108,1,3,2,25,5,1,3,1,6,2,23,4,2,3
"5008",5008,12,10,6,1,1,1,101,1,7,1,23,4,1,4,1,6,2,99,3,1,3
"5009",5009,12,10,6,15,3,19,1904,2,99,2,40,6,1,4,4,4,1,31,7,2,4
"5010",5010,12,10,6,19,4,10,1020,2,99,1,28,5,1,1,5,6,1,44,4,2,3
"5011",5011,12,10,6,19,4,10,1020,2,99,2,26,5,1,1,5,6,1,44,4,2,3
"5012",5012,12,10,6,19,4,10,1020,2,99,1,10,4,2,1,5,6,1,44,1,2,2
"5013",5013,12,10,6,16,3,8,803,1,99,2,27,5,1,7,2,6,4,22,4,2,3
"5014",5014,12,10,6,16,3,8,803,1,99,1,9,3,2,7,2,6,4,22,1,2,2
"5015",5015,12,10,6,16,3,8,803,1,99,1,10,4,2,7,2,6,4,22,1,2,2
"5016",5016,12,10,6,21,4,1,101,1,18,2,18,4,1,4,5,5,1,21,2,2,3
"5017",5017,12,10,6,18,4,1,101,1,3,1,29,5,1,4,1,4,1,46,4,2,3
"5018",5018,12,10,6,11,2,1,101,1,3,2,26,5,1,3,10,6,1,44,4,2,3
"5019",5019,12,10,6,11,2,1,101,1,3,1,26,5,1,3,10,6,1,44,4,2,3
"5020",5020,13,10,7,5,1,1,101,1,2,1,21,4,1,1,9,6,2,20,3,2,3
"5021",5021,13,10,7,3,1,1,101,1,1,1,999,9,1,1,1,6,3,44,11,1,8
"5022",5022,13,10,7,11,2,1,102,2,99,1,31,5,1,1,2,4,2,20,5,2,4
"5023",5023,13,10,7,17,3,1,101,1,12,1,38,5,1,2,9,3,1,30,6,2,4
"5024",5024,13,10,7,14,3,5,506,1,99,2,11,4,2,4,3,5,1,99,1,2,2
"5025",5025,13,10,7,20,4,5,506,1,99,1,26,5,1,4,99,6,1,99,4,1,3
"5026",5026,13,10,7,4,1,20,2001,1,99,1,38,5,1,3,5,6,1,44,6,2,4
"5027",5027,13,10,7,15,3,19,1910,2,99,1,25,5,1,4,99,6,4,99,4,2,3
"5028",5028,14,10,1,11,2,1,101,1,7,1,36,5,1,4,4,4,1,42,6,2,4
"5029",5029,14,10,1,17,3,13,1301,2,99,1,28,5,1,3,1,6,4,44,4,2,3
"5030",5030,14,10,1,17,3,13,1301,2,99,1,24,4,1,3,1,6,4,44,3,2,3
"5031",5031,14,10,1,13,3,17,1703,2,99,1,31,5,1,3,5,6,3,99,5,2,4
"5032",5032,14,10,1,13,3,17,1703,2,99,2,25,5,1,3,5,6,3,99,4,2,3
"5033",5033,14,10,1,13,3,17,1703,2,99,1,31,5,1,3,5,6,3,99,5,2,4
"5034",5034,14,10,1,14,3,22,2201,2,99,1,31,5,1,4,99,6,1,99,5,2,4
"5035",5035,14,10,1,14,3,22,2201,2,99,1,17,4,2,4,99,6,1,99,2,2,3
"5036",5036,14,10,1,10,2,17,1709,2,99,2,58,7,1,1,6,6,2,44,10,2,5
"5037",5037,15,10,2,10,2,1,115,1,12,1,999,9,1,1,2,6,1,42,11,2,8
"5038",5038,15,10,2,14,3,1,101,1,1,1,45,6,1,4,99,6,1,99,8,2,5
"5039",5039,15,10,2,5,1,1,116,1,2,1,38,5,1,1,2,6,1,44,6,2,4
"5040",5040,15,10,2,10,2,14,1406,2,99,2,34,5,1,3,2,4,1,44,5,2,4
"5041",5041,15,10,2,22,4,7,705,2,99,1,41,6,1,1,3,3,1,44,7,2,4
"5042",5042,15,10,2,23,4,7,701,2,99,1,34,5,1,3,99,6,2,99,5,2,4
"5043",5043,15,10,2,23,4,7,701,2,99,1,14,4,2,3,99,6,2,99,1,2,2
"5044",5044,15,10,2,11,2,1,101,1,12,1,999,9,1,1,2,6,1,42,11,2,8
"5045",5045,15,10,2,23,4,1,101,1,5,1,23,4,1,4,5,6,2,99,3,2,3
"5046",5046,17,10,4,1,1,1,101,1,6,1,25,5,1,2,1,4,2,20,4,1,3
"5047",5047,16,10,3,2,1,1,101,1,12,1,29,5,1,1,2,2,1,4,4,2,3
"5048",5048,16,10,3,2,1,1,101,1,12,1,30,5,1,1,3,3,1,21,5,2,4
"5049",5049,17,10,4,20,4,1,101,1,7,2,21,4,1,4,3,5,1,40,3,2,3
"5050",5050,17,10,4,19,4,6,602,2,99,1,24,4,1,14,1,6,1,99,3,2,3
"5051",5051,17,10,4,19,4,6,602,2,99,1,28,5,1,14,1,6,1,99,4,2,3
"5052",5052,17,10,4,15,3,10,1001,2,99,1,14,4,2,4,99,6,1,99,1,2,2
"5053",5053,17,10,4,15,3,10,1001,2,99,2,15,4,2,4,99,6,1,99,2,2,3
"5054",5054,17,10,4,18,4,8,802,2,99,1,25,5,1,2,9,3,3,99,4,2,3
"5055",5055,17,10,4,18,4,8,802,2,99,2,17,4,2,2,9,3,3,99,2,2,3
"5056",5056,17,10,4,18,4,8,802,2,99,2,2,2,2,2,9,3,3,99,1,2,1
"5057",5057,16,10,3,23,4,16,1601,1,5,1,33,5,1,2,6,6,2,44,5,2,4
"5058",5058,17,10,4,16,3,16,1614,2,99,1,24,4,1,4,99,6,1,99,3,1,3
"5059",5059,18,10,5,21,4,1,101,1,1,2,43,6,1,1,4,3,1,5,7,2,4
"5060",5060,18,10,5,4,1,1,108,1,3,1,21,4,1,1,1,6,1,99,3,1,3
"5061",5061,18,10,5,10,2,1,101,1,11,1,49,6,1,1,9,6,1,46,8,2,5
"5062",5062,18,10,5,8,2,10,1002,2,99,1,52,7,1,4,5,4,1,99,9,2,5
"5063",5063,18,10,5,18,4,1,101,1,18,1,32,5,1,2,4,6,3,44,5,1,4
"5064",5064,18,10,5,23,4,1,110,2,99,1,17,4,2,4,99,6,3,99,2,1,3
"5065",5065,18,10,5,13,3,5,512,2,99,1,43,6,1,4,3,4,2,99,7,2,4
"5066",5066,18,10,5,0,1,1,101,1,12,1,50,7,1,1,2,6,2,44,9,2,5
"5067",5067,19,10,6,4,1,1,101,1,2,2,23,4,1,1,4,6,1,30,3,1,3
"5068",5068,19,10,6,5,1,1,101,1,13,1,35,5,1,4,5,4,2,40,6,1,4
"5069",5069,19,10,6,5,1,5,501,2,99,1,35,5,1,4,1,6,2,31,6,2,4
"5070",5070,19,10,6,22,4,10,1013,2,99,1,31,5,1,4,5,6,3,24,5,1,4
"5071",5071,19,10,6,1,1,12,1201,2,99,2,35,5,1,3,99,6,2,99,6,2,4
"5072",5072,19,10,6,1,1,12,1201,2,99,2,8,3,2,3,99,6,2,99,1,2,2
"5073",5073,19,10,6,1,1,12,1201,2,99,2,6,3,2,3,99,6,2,99,1,2,2
"5074",5074,19,10,6,17,3,18,1801,2,99,1,28,5,1,4,99,6,3,99,4,1,3
"5075",5075,19,10,6,16,3,7,705,2,99,2,35,5,1,7,2,6,3,22,6,2,4
"5076",5076,19,10,6,16,3,7,705,2,99,2,23,4,1,7,2,6,3,22,3,2,3
"5077",5077,19,10,6,16,3,7,705,2,99,1,23,4,1,7,2,6,3,22,3,2,3
"5078",5078,19,10,6,16,3,7,705,2,99,2,20,4,1,7,2,6,3,22,3,2,3
"5079",5079,19,10,6,16,3,7,705,2,99,2,999,9,2,7,2,6,3,22,11,2,8
"5080",5080,19,10,6,16,3,7,705,2,99,1,29,5,1,7,2,6,3,22,4,2,3
"5081",5081,19,10,6,16,3,7,705,2,99,2,55,7,1,7,2,6,3,22,10,2,5
"5082",5082,19,10,6,16,3,7,705,2,99,2,60,8,1,7,2,6,3,22,10,2,6
"5083",5083,19,10,6,16,3,7,705,2,99,2,25,5,1,7,2,6,3,22,4,2,3
"5084",5084,19,10,6,19,4,7,709,2,99,2,21,4,1,3,2,6,3,44,3,2,3
"5085",5085,19,10,6,19,4,7,709,2,99,2,16,4,2,3,2,6,3,44,2,2,3
"5086",5086,19,10,6,19,4,7,709,2,99,1,9,3,2,3,2,6,3,44,1,2,2
"5087",5087,20,10,7,18,4,1,101,1,3,1,20,4,1,4,1,6,1,42,3,2,3
"5088",5088,20,10,7,5,1,1,101,1,7,2,25,5,1,1,6,6,1,44,4,2,3
"5089",5089,20,10,7,10,2,5,513,2,99,1,24,4,1,4,5,6,1,14,3,2,3
"5090",5090,20,10,7,10,2,5,513,2,99,2,32,5,1,4,1,6,1,40,5,2,4
"5091",5091,20,10,7,10,2,5,513,2,99,1,999,9,2,4,1,6,1,40,11,2,8
"5092",5092,20,10,7,3,1,18,1801,2,99,1,14,4,2,3,3,6,1,44,1,1,2
"5093",5093,20,10,7,18,4,4,401,2,99,1,6,3,2,3,9,6,1,44,1,2,2
"5094",5094,21,10,1,14,3,1,101,1,3,1,53,7,1,4,1,6,1,99,9,1,5
"5095",5095,21,10,1,19,4,1,101,1,7,1,33,5,1,4,1,5,1,14,5,2,4
"5096",5096,21,10,1,19,4,1,101,1,7,2,31,5,1,4,1,5,1,14,5,2,4
"5097",5097,21,10,1,19,4,1,101,1,7,1,1,2,2,4,1,5,1,14,1,2,1
"5098",5098,21,10,1,11,2,17,1707,2,99,2,12,4,2,1,4,4,1,34,1,2,2
"5099",5099,21,10,1,11,2,17,1707,2,99,2,10,4,2,1,4,4,1,34,1,2,2
"5100",5100,21,10,1,11,2,17,1707,2,99,2,35,5,1,1,4,4,1,34,6,2,4
"5101",5101,21,10,1,13,3,17,1703,2,99,1,23,4,1,4,99,6,2,99,3,2,3
"5102",5102,21,10,1,23,4,4,401,2,99,1,18,4,1,4,1,6,2,24,2,2,3
"5103",5103,21,10,1,16,3,1,101,1,19,1,22,4,1,4,99,6,1,99,3,2,3
"5104",5104,22,10,2,20,4,5,501,2,99,1,39,5,1,4,1,5,1,99,6,2,4
"5105",5105,22,10,2,14,3,14,1420,2,99,1,24,4,1,3,4,6,4,44,3,1,3
"5106",5106,22,10,2,14,3,14,1420,2,99,1,24,4,1,3,4,6,4,44,3,1,3
"5107",5107,22,10,2,18,4,2,203,2,99,2,22,4,1,4,4,5,2,21,3,2,3
"5108",5108,23,10,3,12,3,10,1010,2,99,1,29,5,1,5,11,3,1,13,4,2,3
"5109",5109,23,10,3,16,3,10,1001,2,99,2,43,6,1,2,4,4,1,44,7,2,4
"5110",5110,23,10,3,8,2,16,1609,2,99,1,40,6,1,4,9,6,1,21,7,2,4
"5111",5111,23,10,3,15,3,3,314,2,99,1,32,5,1,1,1,6,2,14,5,1,4
"5112",5112,23,10,3,9,2,2,201,2,99,1,52,7,1,4,1,6,2,99,9,2,5
"5113",5113,23,10,3,18,4,9,919,2,99,1,48,6,1,3,1,6,2,99,8,2,5
"5114",5114,23,10,3,18,4,9,919,2,99,2,42,6,1,3,1,6,2,99,7,2,4
"5115",5115,23,10,3,18,4,9,919,2,99,2,16,4,2,3,1,6,2,99,2,2,3
"5116",5116,23,10,3,18,4,9,919,2,99,2,6,3,2,3,1,6,2,99,1,2,2
"5117",5117,23,10,3,18,4,9,919,2,99,2,14,4,2,3,1,6,2,99,1,2,2
"5118",5118,24,10,4,17,3,1,101,1,5,1,31,5,1,4,4,6,1,42,5,2,4
"5119",5119,24,10,4,7,2,1,101,1,2,2,999,9,1,1,3,4,2,34,11,2,8
"5120",5120,24,10,4,7,2,1,101,1,2,1,999,9,1,1,3,4,2,34,11,2,8
"5121",5121,24,10,4,13,3,22,2205,2,99,1,26,5,1,4,1,6,1,2,4,2,3
"5122",5122,24,10,4,7,2,5,501,1,1,1,26,5,1,4,99,6,2,2,4,2,3
"5123",5123,24,10,4,23,4,17,1711,2,99,1,24,4,1,4,4,6,2,21,3,2,3
"5124",5124,24,10,4,12,3,14,1412,2,99,1,15,4,2,3,4,3,2,44,2,2,3
"5125",5125,24,10,4,12,3,14,1412,2,99,1,17,4,2,3,4,3,2,44,2,2,3
"5126",5126,24,10,4,18,4,14,1409,2,99,1,28,5,1,3,99,6,2,99,4,2,3
"5127",5127,24,10,4,18,4,14,1409,2,99,1,31,5,1,3,99,6,2,99,5,2,4
"5128",5128,24,10,4,18,4,14,1409,2,99,1,28,5,1,3,99,6,2,99,4,2,3
"5129",5129,24,10,4,18,4,14,1409,2,99,2,33,5,1,3,99,6,2,99,5,2,4
"5130",5130,24,10,4,18,4,14,1409,2,99,2,33,5,1,3,99,6,2,99,5,2,4
"5131",5131,24,10,4,18,4,14,1409,2,99,1,20,4,1,3,99,6,2,99,3,2,3
"5132",5132,24,10,4,18,4,14,1409,2,99,1,18,4,1,3,99,6,2,99,2,2,3
"5133",5133,24,10,4,16,3,17,1706,2,99,1,27,5,1,4,1,5,2,24,4,2,3
"5134",5134,24,10,4,16,3,17,1706,2,99,1,24,4,1,4,1,5,2,24,3,2,3
"5135",5135,25,10,5,15,3,1,101,1,8,1,36,5,1,1,4,4,2,44,6,2,4
"5136",5136,25,10,5,22,4,1,115,2,99,1,28,5,1,4,14,6,1,2,4,2,3
"5137",5137,25,10,5,22,4,1,115,2,99,1,30,5,1,4,14,6,1,2,5,2,4
"5138",5138,25,10,5,21,4,22,2201,2,99,1,30,5,1,1,4,6,1,32,5,2,4
"5139",5139,25,10,5,21,4,22,2201,2,99,1,23,4,1,1,4,6,1,32,3,2,3
"5140",5140,25,10,5,21,4,22,2201,2,99,2,31,5,1,1,4,6,1,32,5,2,4
"5141",5141,25,10,5,12,3,5,502,2,99,1,46,6,1,4,3,6,1,99,8,2,5
"5142",5142,25,10,5,12,3,5,502,2,99,1,26,5,1,4,3,6,1,99,4,2,3
"5143",5143,25,10,5,17,3,2,203,2,99,1,36,5,1,3,4,5,1,20,6,2,4
"5144",5144,25,10,5,17,3,2,203,2,99,1,28,5,1,3,1,3,1,44,4,2,3
"5145",5145,25,10,5,20,4,2,207,2,99,1,22,4,1,4,5,6,1,2,3,2,3
"5146",5146,26,10,6,0,1,1,101,1,2,1,30,5,1,1,4,2,2,99,5,2,4
"5147",5147,26,10,6,1,1,1,101,1,1,1,999,9,1,1,4,6,1,34,11,1,8
"5148",5148,26,10,6,22,4,5,509,2,99,2,2,2,2,4,5,5,1,99,1,2,1
"5149",5149,26,10,6,1,1,7,710,2,99,1,34,5,1,1,6,6,2,21,5,2,4
"5150",5150,27,10,7,14,3,1,105,2,99,2,52,7,1,3,11,2,2,44,9,2,5
"5151",5151,27,10,7,14,3,1,105,2,99,1,12,4,2,3,11,2,2,44,1,2,2
"5152",5152,27,10,7,14,3,1,105,2,99,1,14,4,2,3,11,2,2,44,1,2,2
"5153",5153,27,10,7,13,3,1,106,2,99,2,1,2,2,3,3,2,2,37,1,2,1
"5154",5154,27,10,7,13,3,1,106,2,99,2,4,2,2,3,3,2,2,37,1,2,1
"5155",5155,27,10,7,13,3,1,106,2,99,2,37,5,1,3,3,2,2,37,6,2,4
"5156",5156,27,10,7,13,3,1,106,2,99,2,13,4,2,3,3,2,2,37,1,2,2
"5157",5157,27,10,7,13,3,1,106,2,99,2,19,4,1,3,3,2,2,37,2,2,3
"5158",5158,27,10,7,13,3,1,106,2,99,2,34,5,1,3,3,2,2,37,5,2,4
"5159",5159,27,10,7,19,4,1,101,1,12,1,33,5,1,1,1,6,1,46,5,2,4
"5160",5160,27,10,7,1,1,1,115,1,5,1,29,5,1,4,5,6,1,99,4,2,3
"5161",5161,27,10,7,1,1,1,115,1,5,1,26,5,1,4,5,6,1,99,4,2,3
"5162",5162,27,10,7,13,3,19,1904,2,99,1,28,5,1,4,1,5,1,40,4,2,3
"5163",5163,27,10,7,14,3,19,1901,2,99,1,24,4,1,4,5,4,1,21,3,2,3
"5164",5164,27,10,7,14,3,19,1901,2,99,2,18,4,1,4,5,4,1,21,2,2,3
"5165",5165,27,10,7,19,4,13,1301,2,99,1,42,6,1,4,5,6,1,99,7,2,4
"5166",5166,27,10,7,19,4,13,1301,2,99,2,12,4,2,4,5,6,1,99,1,2,2
"5167",5167,28,10,1,17,3,1,103,2,99,1,47,6,1,4,5,6,1,42,8,2,5
"5168",5168,28,10,1,14,3,11,1101,2,99,1,43,6,1,5,6,6,2,33,7,2,4
"5169",5169,28,10,1,14,3,11,1101,2,99,1,59,7,1,5,6,6,2,33,10,2,5
"5170",5170,28,10,1,14,3,11,1101,2,99,1,61,8,1,5,6,6,2,33,10,2,6
"5171",5171,28,10,1,14,3,11,1101,2,99,1,41,6,1,5,6,6,2,33,7,2,4
"5172",5172,29,10,2,3,1,22,2205,2,99,2,50,7,1,9,3,5,2,44,9,2,5
"5173",5173,29,10,2,3,1,22,2205,2,99,1,37,5,1,9,3,5,2,44,6,2,4
"5174",5174,29,10,2,3,1,22,2205,2,99,1,66,8,1,9,3,5,2,44,10,2,6
